WINDOW	CHROM	CHROM_WINDOW	STRAIN	GROUP	MEAN_COVERAGE	MEDIAN_COVERAGE	GENE_COUNT
145	Supercontig_1.3	28	A23.LowerP	A23.LowerP	0.92	0.92	20
145	Supercontig_1.3	28	A24.SputuP	A24.SputuP	0.88	0.89	20
145	Supercontig_1.3	28	A3.U3G	A3.U3G	0.80	0.80	20
145	Supercontig_1.3	28	A4.U3B	A4.U3B	0.93	0.93	20
145	Supercontig_1.3	28	A5.U10D	A5.U10D	0.81	0.82	20
145	Supercontig_1.3	28	A6.U5C	A6.U5C	0.93	0.94	20
145	Supercontig_1.3	28	A7.U3E	A7.U3E	0.98	0.97	20
145	Supercontig_1.3	28	A8.U2E	A8.U2E	0.88	0.89	20
145	Supercontig_1.3	28	A9.L3D	A9.L3D	0.86	0.87	20
145	Supercontig_1.3	28	ATCC42720	ATCC42720	0.81	0.81	20
145	Supercontig_1.3	28	B16.1310D	B16.1310D	0.85	0.85	20
145	Supercontig_1.3	28	B17.1311G	B17.1311G	0.68	0.69	20
145	Supercontig_1.3	28	B18.1312G	B18.1312G	0.82	0.82	20
145	Supercontig_1.3	28	B19.1310A	B19.1310A	0.78	0.79	20
145	Supercontig_1.3	28	B20.1311A	B20.1311A	0.73	0.73	20
145	Supercontig_1.3	28	B21.1312A	B21.1312A	0.81	0.82	20
145	Supercontig_1.3	28	B22.134E	B22.134E	0.87	0.87	20
145	Supercontig_1.3	28	B23.133H	B23.133H	0.88	0.88	20
145	Supercontig_1.3	28	B24.133F	B24.133F	0.90	0.90	20
145	Supercontig_1.3	28	B25.135C	B25.135C	0.77	0.78	20
145	Supercontig_1.3	28	B26.131A	B26.131A	0.80	0.80	20
145	Supercontig_1.3	28	B27.136A	B27.136A	0.84	0.83	20
145	Supercontig_1.3	28	B28.13UM	B28.13UM	0.77	0.78	20
145	Supercontig_1.3	28	B29.13MM	B29.13MM	0.78	0.79	20
145	Supercontig_1.3	28	C10.9M3	C10.9M3	0.67	0.68	20
145	Supercontig_1.3	28	C11.9M41	C11.9M41	0.67	0.68	20
145	Supercontig_1.3	28	C12.9U1	C12.9U1	0.67	0.68	20
145	Supercontig_1.3	28	C13.9U2	C13.9U2	0.92	0.93	20
145	Supercontig_1.3	28	C14.9U3	C14.9U3	0.83	0.83	20
145	Supercontig_1.3	28	C15.9U4s	C15.9U4s	0.86	0.87	20
145	Supercontig_1.3	28	C30.13LM	C30.13LM	0.80	0.80	20
145	Supercontig_1.3	28	C31.13MP	C31.13MP	0.56	0.56	20
145	Supercontig_1.3	28	C4.9L1	C4.9L1	0.72	0.72	20
145	Supercontig_1.3	28	C5.9L2	C5.9L2	0.67	0.67	20
145	Supercontig_1.3	28	C6.9L3	C6.9L3	0.73	0.73	20
145	Supercontig_1.3	28	C7.9L4	C7.9L4	0.71	0.71	20
145	Supercontig_1.3	28	C8.9M1	C8.9M1	0.67	0.67	20
145	Supercontig_1.3	28	C9.9M2	C9.9M2	0.79	0.80	20
145	Supercontig_1.3	28	ctl1.AL1B	ctl1.AL1B	0.84	0.84	20
145	Supercontig_1.3	28	ctl2.AL1B	ctl2.AL1B	0.84	0.84	20
145	Supercontig_1.3	28	ctl3.C9L1	ctl3.C9L1	0.78	0.78	20
146	Supercontig_1.3	29	A10.L4C	A10.L4C	0.82	0.80	20
146	Supercontig_1.3	29	A11.L11G	A11.L11G	0.70	0.69	20
146	Supercontig_1.3	29	A12.L10B	A12.L10B	0.81	0.81	20
146	Supercontig_1.3	29	A13.L3B	A13.L3B	0.79	0.80	20
146	Supercontig_1.3	29	A14.L4E	A14.L4E	0.81	0.79	20
146	Supercontig_1.3	29	A15.L4G	A15.L4G	0.83	0.83	20
146	Supercontig_1.3	29	A16.L7C	A16.L7C	0.87	0.87	20
146	Supercontig_1.3	29	A17.L1B	A17.L1B	0.81	0.79	20
146	Supercontig_1.3	29	A18.S4H	A18.S4H	0.74	0.74	20
146	Supercontig_1.3	29	A19.S3B	A19.S3B	0.80	0.81	20
146	Supercontig_1.3	29	A2.U10A	A2.U10A	0.78	0.81	20
146	Supercontig_1.3	29	A20.S1E	A20.S1E	0.79	0.78	20
146	Supercontig_1.3	29	A21.S8A	A21.S8A	0.79	0.80	20
146	Supercontig_1.3	29	A22.UpperP	A22.UpperP	0.80	0.79	20
146	Supercontig_1.3	29	A23.LowerP	A23.LowerP	0.76	0.77	20
146	Supercontig_1.3	29	A24.SputuP	A24.SputuP	0.72	0.72	20
146	Supercontig_1.3	29	A3.U3G	A3.U3G	0.72	0.73	20
146	Supercontig_1.3	29	A4.U3B	A4.U3B	0.83	0.83	20
146	Supercontig_1.3	29	A5.U10D	A5.U10D	0.74	0.75	20
146	Supercontig_1.3	29	A6.U5C	A6.U5C	0.80	0.80	20
146	Supercontig_1.3	29	A7.U3E	A7.U3E	0.81	0.78	20
146	Supercontig_1.3	29	A8.U2E	A8.U2E	0.77	0.76	20
146	Supercontig_1.3	29	A9.L3D	A9.L3D	0.76	0.76	20
146	Supercontig_1.3	29	ATCC42720	ATCC42720	0.73	0.73	20
146	Supercontig_1.3	29	B16.1310D	B16.1310D	0.73	0.73	20
146	Supercontig_1.3	29	B17.1311G	B17.1311G	0.63	0.64	20
146	Supercontig_1.3	29	B18.1312G	B18.1312G	0.73	0.73	20
146	Supercontig_1.3	29	B19.1310A	B19.1310A	0.73	0.73	20
146	Supercontig_1.3	29	B20.1311A	B20.1311A	0.65	0.65	20
146	Supercontig_1.3	29	B21.1312A	B21.1312A	0.74	0.75	20
146	Supercontig_1.3	29	B22.134E	B22.134E	0.75	0.74	20
146	Supercontig_1.3	29	B23.133H	B23.133H	0.78	0.78	20
146	Supercontig_1.3	29	B24.133F	B24.133F	0.79	0.79	20
146	Supercontig_1.3	29	B25.135C	B25.135C	0.72	0.72	20
146	Supercontig_1.3	29	B26.131A	B26.131A	0.76	0.78	20
146	Supercontig_1.3	29	B27.136A	B27.136A	0.80	0.80	20
146	Supercontig_1.3	29	B28.13UM	B28.13UM	0.81	0.81	20
146	Supercontig_1.3	29	B29.13MM	B29.13MM	0.76	0.76	20
146	Supercontig_1.3	29	C10.9M3	C10.9M3	0.64	0.66	20
146	Supercontig_1.3	29	C11.9M41	C11.9M41	0.65	0.66	20
146	Supercontig_1.3	29	C12.9U1	C12.9U1	0.67	0.68	20
146	Supercontig_1.3	29	C13.9U2	C13.9U2	0.83	0.83	20
146	Supercontig_1.3	29	C14.9U3	C14.9U3	0.78	0.78	20
146	Supercontig_1.3	29	C15.9U4s	C15.9U4s	0.81	0.81	20
146	Supercontig_1.3	29	C30.13LM	C30.13LM	0.74	0.74	20
146	Supercontig_1.3	29	C31.13MP	C31.13MP	0.54	0.54	20
146	Supercontig_1.3	29	C4.9L1	C4.9L1	0.70	0.69	20
146	Supercontig_1.3	29	C5.9L2	C5.9L2	0.66	0.67	20
146	Supercontig_1.3	29	C6.9L3	C6.9L3	0.70	0.71	20
146	Supercontig_1.3	29	C7.9L4	C7.9L4	0.69	0.69	20
146	Supercontig_1.3	29	C8.9M1	C8.9M1	0.65	0.65	20
146	Supercontig_1.3	29	C9.9M2	C9.9M2	0.75	0.75	20
146	Supercontig_1.3	29	ctl1.AL1B	ctl1.AL1B	0.78	0.79	20
146	Supercontig_1.3	29	ctl2.AL1B	ctl2.AL1B	0.78	0.78	20
146	Supercontig_1.3	29	ctl3.C9L1	ctl3.C9L1	0.76	0.76	20
147	Supercontig_1.3	30	A10.L4C	A10.L4C	1.04	0.75	20
147	Supercontig_1.3	30	A11.L11G	A11.L11G	0.91	0.67	20
147	Supercontig_1.3	30	A12.L10B	A12.L10B	1.09	0.78	20
147	Supercontig_1.3	30	A13.L3B	A13.L3B	1.04	0.76	20
147	Supercontig_1.3	30	A14.L4E	A14.L4E	1.07	0.80	20
147	Supercontig_1.3	30	A15.L4G	A15.L4G	1.21	0.79	20
147	Supercontig_1.3	30	A16.L7C	A16.L7C	1.09	0.83	20
147	Supercontig_1.3	30	A17.L1B	A17.L1B	1.05	0.80	20
147	Supercontig_1.3	30	A18.S4H	A18.S4H	1.09	0.75	20
147	Supercontig_1.3	30	A19.S3B	A19.S3B	1.16	0.77	20
147	Supercontig_1.3	30	A2.U10A	A2.U10A	1.04	0.77	20
147	Supercontig_1.3	30	A20.S1E	A20.S1E	1.15	0.79	20
147	Supercontig_1.3	30	A21.S8A	A21.S8A	1.10	0.77	20
147	Supercontig_1.3	30	A22.UpperP	A22.UpperP	1.07	0.76	20
147	Supercontig_1.3	30	A23.LowerP	A23.LowerP	1.05	0.72	20
147	Supercontig_1.3	30	A24.SputuP	A24.SputuP	1.07	0.71	20
147	Supercontig_1.3	30	A3.U3G	A3.U3G	1.06	0.67	20
147	Supercontig_1.3	30	A4.U3B	A4.U3B	1.08	0.83	20
147	Supercontig_1.3	30	A5.U10D	A5.U10D	1.08	0.71	20
147	Supercontig_1.3	30	A6.U5C	A6.U5C	1.14	0.81	20
147	Supercontig_1.3	30	A7.U3E	A7.U3E	1.06	0.79	20
147	Supercontig_1.3	30	A8.U2E	A8.U2E	1.14	0.75	20
147	Supercontig_1.3	30	A9.L3D	A9.L3D	1.00	0.74	20
147	Supercontig_1.3	30	ATCC42720	ATCC42720	0.73	0.75	20
147	Supercontig_1.3	30	B16.1310D	B16.1310D	0.99	0.74	20
147	Supercontig_1.3	30	B17.1311G	B17.1311G	0.90	0.65	20
147	Supercontig_1.3	30	B18.1312G	B18.1312G	0.98	0.73	20
147	Supercontig_1.3	30	B19.1310A	B19.1310A	0.99	0.77	20
147	Supercontig_1.3	30	B20.1311A	B20.1311A	0.97	0.70	20
147	Supercontig_1.3	30	B21.1312A	B21.1312A	1.02	0.77	20
147	Supercontig_1.3	30	B22.134E	B22.134E	1.00	0.76	20
147	Supercontig_1.3	30	B23.133H	B23.133H	1.05	0.79	20
147	Supercontig_1.3	30	B24.133F	B24.133F	1.06	0.82	20
147	Supercontig_1.3	30	B25.135C	B25.135C	0.96	0.72	20
147	Supercontig_1.3	30	B26.131A	B26.131A	1.15	0.76	20
147	Supercontig_1.3	30	B27.136A	B27.136A	1.06	0.83	20
147	Supercontig_1.3	30	B28.13UM	B28.13UM	1.11	0.83	20
147	Supercontig_1.3	30	B29.13MM	B29.13MM	1.03	0.78	20
147	Supercontig_1.3	30	C10.9M3	C10.9M3	0.69	0.72	20
147	Supercontig_1.3	30	C11.9M41	C11.9M41	0.68	0.71	20
147	Supercontig_1.3	30	C12.9U1	C12.9U1	0.70	0.72	20
147	Supercontig_1.3	30	C13.9U2	C13.9U2	0.84	0.87	20
147	Supercontig_1.3	30	C14.9U3	C14.9U3	0.80	0.85	20
147	Supercontig_1.3	30	C15.9U4s	C15.9U4s	0.84	0.88	20
147	Supercontig_1.3	30	C30.13LM	C30.13LM	1.00	0.76	20
147	Supercontig_1.3	30	C31.13MP	C31.13MP	0.88	0.58	20
147	Supercontig_1.3	30	C4.9L1	C4.9L1	0.75	0.75	20
147	Supercontig_1.3	30	C5.9L2	C5.9L2	0.69	0.72	20
147	Supercontig_1.3	30	C6.9L3	C6.9L3	0.74	0.76	20
147	Supercontig_1.3	30	C7.9L4	C7.9L4	0.73	0.75	20
147	Supercontig_1.3	30	C8.9M1	C8.9M1	0.70	0.71	20
147	Supercontig_1.3	30	C9.9M2	C9.9M2	0.78	0.82	20
147	Supercontig_1.3	30	ctl1.AL1B	ctl1.AL1B	1.04	0.81	20
147	Supercontig_1.3	30	ctl2.AL1B	ctl2.AL1B	1.06	0.81	20
147	Supercontig_1.3	30	ctl3.C9L1	ctl3.C9L1	0.77	0.79	20
148	Supercontig_1.3	31	A10.L4C	A10.L4C	0.74	0.75	20
148	Supercontig_1.3	31	A11.L11G	A11.L11G	0.67	0.67	20
148	Supercontig_1.3	31	A12.L10B	A12.L10B	0.77	0.77	20
148	Supercontig_1.3	31	A13.L3B	A13.L3B	0.75	0.75	20
148	Supercontig_1.3	31	A14.L4E	A14.L4E	0.80	0.80	20
148	Supercontig_1.3	31	A15.L4G	A15.L4G	0.81	0.81	20
148	Supercontig_1.3	31	A16.L7C	A16.L7C	0.83	0.83	20
148	Supercontig_1.3	31	A17.L1B	A17.L1B	0.76	0.76	20
148	Supercontig_1.3	31	A18.S4H	A18.S4H	0.73	0.73	20
148	Supercontig_1.3	31	A19.S3B	A19.S3B	0.82	0.80	20
148	Supercontig_1.3	31	A2.U10A	A2.U10A	0.74	0.75	20
148	Supercontig_1.3	31	A20.S1E	A20.S1E	0.76	0.75	20
148	Supercontig_1.3	31	A21.S8A	A21.S8A	0.74	0.75	20
148	Supercontig_1.3	31	A22.UpperP	A22.UpperP	0.75	0.77	20
148	Supercontig_1.3	31	A23.LowerP	A23.LowerP	0.72	0.72	20
148	Supercontig_1.3	31	A24.SputuP	A24.SputuP	0.68	0.70	20
148	Supercontig_1.3	31	A3.U3G	A3.U3G	0.68	0.66	20
148	Supercontig_1.3	31	A4.U3B	A4.U3B	0.82	0.82	20
148	Supercontig_1.3	31	A5.U10D	A5.U10D	0.70	0.70	20
148	Supercontig_1.3	31	A6.U5C	A6.U5C	0.78	0.78	20
148	Supercontig_1.3	31	A7.U3E	A7.U3E	0.75	0.74	20
148	Supercontig_1.3	31	A8.U2E	A8.U2E	0.72	0.72	20
148	Supercontig_1.3	31	A9.L3D	A9.L3D	0.73	0.73	20
148	Supercontig_1.3	31	ATCC42720	ATCC42720	0.70	0.70	20
148	Supercontig_1.3	31	B16.1310D	B16.1310D	0.71	0.70	20
148	Supercontig_1.3	31	B17.1311G	B17.1311G	0.61	0.61	20
148	Supercontig_1.3	31	B18.1312G	B18.1312G	0.72	0.72	20
148	Supercontig_1.3	31	B19.1310A	B19.1310A	0.72	0.71	20
148	Supercontig_1.3	31	B20.1311A	B20.1311A	0.65	0.65	20
148	Supercontig_1.3	31	B21.1312A	B21.1312A	0.75	0.75	20
148	Supercontig_1.3	31	B22.134E	B22.134E	0.75	0.74	20
148	Supercontig_1.3	31	B23.133H	B23.133H	0.73	0.74	20
148	Supercontig_1.3	31	B24.133F	B24.133F	0.78	0.78	20
148	Supercontig_1.3	31	B25.135C	B25.135C	0.69	0.69	20
148	Supercontig_1.3	31	B26.131A	B26.131A	0.78	0.77	20
148	Supercontig_1.3	31	B27.136A	B27.136A	0.80	0.80	20
148	Supercontig_1.3	31	B28.13UM	B28.13UM	0.84	0.83	20
148	Supercontig_1.3	31	B29.13MM	B29.13MM	0.79	0.77	20
148	Supercontig_1.3	31	C10.9M3	C10.9M3	0.72	0.72	20
148	Supercontig_1.3	31	C11.9M41	C11.9M41	0.70	0.71	20
148	Supercontig_1.3	31	C12.9U1	C12.9U1	0.71	0.71	20
148	Supercontig_1.3	31	C13.9U2	C13.9U2	0.81	0.82	20
148	Supercontig_1.3	31	C14.9U3	C14.9U3	0.79	0.78	20
148	Supercontig_1.3	31	C15.9U4s	C15.9U4s	0.84	0.83	20
148	Supercontig_1.3	31	C30.13LM	C30.13LM	0.74	0.74	20
148	Supercontig_1.3	31	C31.13MP	C31.13MP	0.56	0.55	20
148	Supercontig_1.3	31	C4.9L1	C4.9L1	0.73	0.72	20
148	Supercontig_1.3	31	C5.9L2	C5.9L2	0.74	0.74	20
148	Supercontig_1.3	31	C6.9L3	C6.9L3	0.74	0.73	20
148	Supercontig_1.3	31	C7.9L4	C7.9L4	0.73	0.73	20
148	Supercontig_1.3	31	C8.9M1	C8.9M1	0.73	0.72	20
148	Supercontig_1.3	31	C9.9M2	C9.9M2	0.78	0.79	20
148	Supercontig_1.3	31	ctl1.AL1B	ctl1.AL1B	0.78	0.77	20
148	Supercontig_1.3	31	ctl2.AL1B	ctl2.AL1B	0.78	0.78	20
148	Supercontig_1.3	31	ctl3.C9L1	ctl3.C9L1	0.80	0.80	20
149	Supercontig_1.3	32	A10.L4C	A10.L4C	0.73	0.72	20
149	Supercontig_1.3	32	A11.L11G	A11.L11G	0.65	0.66	20
149	Supercontig_1.3	32	A12.L10B	A12.L10B	0.75	0.75	20
149	Supercontig_1.3	32	A13.L3B	A13.L3B	0.72	0.74	20
149	Supercontig_1.3	32	A14.L4E	A14.L4E	0.75	0.76	20
149	Supercontig_1.3	32	A15.L4G	A15.L4G	0.76	0.77	20
149	Supercontig_1.3	32	A16.L7C	A16.L7C	0.79	0.79	20
149	Supercontig_1.3	32	A17.L1B	A17.L1B	0.74	0.74	20
149	Supercontig_1.3	32	A18.S4H	A18.S4H	0.72	0.72	20
149	Supercontig_1.3	32	A19.S3B	A19.S3B	0.77	0.77	20
149	Supercontig_1.3	32	A2.U10A	A2.U10A	0.72	0.73	20
149	Supercontig_1.3	32	A20.S1E	A20.S1E	0.74	0.75	20
149	Supercontig_1.3	32	A21.S8A	A21.S8A	0.75	0.75	20
149	Supercontig_1.3	32	A22.UpperP	A22.UpperP	0.72	0.72	20
149	Supercontig_1.3	32	A23.LowerP	A23.LowerP	0.70	0.70	20
149	Supercontig_1.3	32	A24.SputuP	A24.SputuP	0.66	0.68	20
149	Supercontig_1.3	32	A3.U3G	A3.U3G	0.65	0.64	20
149	Supercontig_1.3	32	A4.U3B	A4.U3B	0.77	0.78	20
149	Supercontig_1.3	32	A5.U10D	A5.U10D	0.70	0.69	20
149	Supercontig_1.3	32	A6.U5C	A6.U5C	0.75	0.76	20
149	Supercontig_1.3	32	A7.U3E	A7.U3E	0.73	0.74	20
149	Supercontig_1.3	32	A8.U2E	A8.U2E	0.68	0.70	20
149	Supercontig_1.3	32	A9.L3D	A9.L3D	0.72	0.73	20
149	Supercontig_1.3	32	ATCC42720	ATCC42720	0.69	0.70	20
149	Supercontig_1.3	32	B16.1310D	B16.1310D	0.70	0.71	20
149	Supercontig_1.3	32	B17.1311G	B17.1311G	0.61	0.61	20
149	Supercontig_1.3	32	B18.1312G	B18.1312G	0.73	0.74	20
149	Supercontig_1.3	32	B19.1310A	B19.1310A	0.72	0.73	20
149	Supercontig_1.3	32	B20.1311A	B20.1311A	0.66	0.66	20
149	Supercontig_1.3	32	B21.1312A	B21.1312A	0.78	0.79	20
149	Supercontig_1.3	32	B22.134E	B22.134E	0.76	0.77	20
149	Supercontig_1.3	32	B23.133H	B23.133H	0.74	0.74	20
149	Supercontig_1.3	32	B24.133F	B24.133F	0.79	0.79	20
149	Supercontig_1.3	32	B25.135C	B25.135C	0.69	0.70	20
149	Supercontig_1.3	32	B26.131A	B26.131A	0.77	0.77	20
149	Supercontig_1.3	32	B27.136A	B27.136A	0.80	0.81	20
149	Supercontig_1.3	32	B28.13UM	B28.13UM	0.88	0.87	20
149	Supercontig_1.3	32	B29.13MM	B29.13MM	0.86	0.85	20
149	Supercontig_1.3	32	C10.9M3	C10.9M3	0.77	0.78	20
149	Supercontig_1.3	32	C11.9M41	C11.9M41	0.72	0.73	20
149	Supercontig_1.3	32	C12.9U1	C12.9U1	0.74	0.75	20
149	Supercontig_1.3	32	C13.9U2	C13.9U2	0.81	0.82	20
149	Supercontig_1.3	32	C14.9U3	C14.9U3	0.79	0.80	20
149	Supercontig_1.3	32	C15.9U4s	C15.9U4s	0.83	0.84	20
149	Supercontig_1.3	32	C30.13LM	C30.13LM	0.73	0.75	20
149	Supercontig_1.3	32	C31.13MP	C31.13MP	0.56	0.56	20
149	Supercontig_1.3	32	C4.9L1	C4.9L1	0.77	0.76	20
149	Supercontig_1.3	32	C5.9L2	C5.9L2	0.77	0.77	20
149	Supercontig_1.3	32	C6.9L3	C6.9L3	0.76	0.76	20
149	Supercontig_1.3	32	C7.9L4	C7.9L4	0.74	0.73	20
149	Supercontig_1.3	32	C8.9M1	C8.9M1	0.77	0.77	20
149	Supercontig_1.3	32	C9.9M2	C9.9M2	0.81	0.81	20
149	Supercontig_1.3	32	ctl1.AL1B	ctl1.AL1B	0.78	0.79	20
149	Supercontig_1.3	32	ctl2.AL1B	ctl2.AL1B	0.77	0.79	20
149	Supercontig_1.3	32	ctl3.C9L1	ctl3.C9L1	0.80	0.82	20
150	Supercontig_1.3	33	A10.L4C	A10.L4C	0.87	0.78	20
150	Supercontig_1.3	33	A11.L11G	A11.L11G	0.76	0.70	20
150	Supercontig_1.3	33	A12.L10B	A12.L10B	0.89	0.81	20
150	Supercontig_1.3	33	A13.L3B	A13.L3B	0.86	0.76	20
150	Supercontig_1.3	33	A14.L4E	A14.L4E	0.89	0.81	20
150	Supercontig_1.3	33	A15.L4G	A15.L4G	0.87	0.80	20
150	Supercontig_1.3	33	A16.L7C	A16.L7C	0.94	0.86	20
150	Supercontig_1.3	33	A17.L1B	A17.L1B	0.88	0.80	20
150	Supercontig_1.3	33	A18.S4H	A18.S4H	0.80	0.75	20
150	Supercontig_1.3	33	A19.S3B	A19.S3B	0.91	0.84	20
150	Supercontig_1.3	33	A2.U10A	A2.U10A	0.85	0.77	20
150	Supercontig_1.3	33	A20.S1E	A20.S1E	0.87	0.78	20
150	Supercontig_1.3	33	A21.S8A	A21.S8A	0.85	0.79	20
150	Supercontig_1.3	33	A22.UpperP	A22.UpperP	0.85	0.78	20
150	Supercontig_1.3	33	A23.LowerP	A23.LowerP	0.82	0.76	20
150	Supercontig_1.3	33	A24.SputuP	A24.SputuP	0.79	0.70	20
150	Supercontig_1.3	33	A3.U3G	A3.U3G	0.75	0.69	20
150	Supercontig_1.3	33	A4.U3B	A4.U3B	0.88	0.79	20
150	Supercontig_1.3	33	A5.U10D	A5.U10D	0.81	0.75	20
150	Supercontig_1.3	33	A6.U5C	A6.U5C	0.86	0.79	20
150	Supercontig_1.3	33	A7.U3E	A7.U3E	0.90	0.81	20
150	Supercontig_1.3	33	A8.U2E	A8.U2E	0.79	0.74	20
150	Supercontig_1.3	33	A9.L3D	A9.L3D	0.80	0.73	20
150	Supercontig_1.3	33	ATCC42720	ATCC42720	0.75	0.76	20
150	Supercontig_1.3	33	B16.1310D	B16.1310D	0.80	0.74	20
150	Supercontig_1.3	33	B17.1311G	B17.1311G	0.72	0.66	20
150	Supercontig_1.3	33	B18.1312G	B18.1312G	0.86	0.80	20
150	Supercontig_1.3	33	B19.1310A	B19.1310A	0.81	0.75	20
150	Supercontig_1.3	33	B20.1311A	B20.1311A	0.74	0.69	20
150	Supercontig_1.3	33	B21.1312A	B21.1312A	0.87	0.80	20
150	Supercontig_1.3	33	B22.134E	B22.134E	0.86	0.80	20
150	Supercontig_1.3	33	B23.133H	B23.133H	0.84	0.78	20
150	Supercontig_1.3	33	B24.133F	B24.133F	0.89	0.82	20
150	Supercontig_1.3	33	B25.135C	B25.135C	0.78	0.72	20
150	Supercontig_1.3	33	B26.131A	B26.131A	0.85	0.79	20
150	Supercontig_1.3	33	B27.136A	B27.136A	0.90	0.84	20
150	Supercontig_1.3	33	B28.13UM	B28.13UM	0.97	0.90	20
150	Supercontig_1.3	33	B29.13MM	B29.13MM	0.95	0.88	20
150	Supercontig_1.3	33	C10.9M3	C10.9M3	0.85	0.82	20
150	Supercontig_1.3	33	C11.9M41	C11.9M41	0.80	0.77	20
150	Supercontig_1.3	33	C12.9U1	C12.9U1	0.79	0.77	20
150	Supercontig_1.3	33	C13.9U2	C13.9U2	0.88	0.85	20
150	Supercontig_1.3	33	C14.9U3	C14.9U3	0.84	0.82	20
150	Supercontig_1.3	33	C15.9U4s	C15.9U4s	0.88	0.84	20
150	Supercontig_1.3	33	C30.13LM	C30.13LM	0.83	0.78	20
150	Supercontig_1.3	33	C31.13MP	C31.13MP	0.63	0.58	20
150	Supercontig_1.3	33	C4.9L1	C4.9L1	0.85	0.82	20
150	Supercontig_1.3	33	C5.9L2	C5.9L2	0.82	0.79	20
150	Supercontig_1.3	33	C6.9L3	C6.9L3	0.82	0.79	20
150	Supercontig_1.3	33	C7.9L4	C7.9L4	0.81	0.78	20
150	Supercontig_1.3	33	C8.9M1	C8.9M1	0.83	0.82	20
150	Supercontig_1.3	33	C9.9M2	C9.9M2	0.87	0.85	20
150	Supercontig_1.3	33	ctl1.AL1B	ctl1.AL1B	0.89	0.82	20
150	Supercontig_1.3	33	ctl2.AL1B	ctl2.AL1B	0.88	0.82	20
150	Supercontig_1.3	33	ctl3.C9L1	ctl3.C9L1	0.88	0.85	20
151	Supercontig_1.3	34	A10.L4C	A10.L4C	0.75	0.75	20
151	Supercontig_1.3	34	A11.L11G	A11.L11G	0.67	0.67	20
151	Supercontig_1.3	34	A12.L10B	A12.L10B	0.76	0.76	20
151	Supercontig_1.3	34	A13.L3B	A13.L3B	0.80	0.80	20
151	Supercontig_1.3	34	A14.L4E	A14.L4E	0.82	0.81	20
151	Supercontig_1.3	34	A15.L4G	A15.L4G	0.80	0.80	20
151	Supercontig_1.3	34	A16.L7C	A16.L7C	0.83	0.82	20
151	Supercontig_1.3	34	A17.L1B	A17.L1B	0.76	0.77	20
151	Supercontig_1.3	34	A18.S4H	A18.S4H	0.72	0.72	20
151	Supercontig_1.3	34	A19.S3B	A19.S3B	0.84	0.84	20
151	Supercontig_1.3	34	A2.U10A	A2.U10A	0.75	0.74	20
151	Supercontig_1.3	34	A20.S1E	A20.S1E	0.77	0.77	20
151	Supercontig_1.3	34	A21.S8A	A21.S8A	0.80	0.81	20
151	Supercontig_1.3	34	A22.UpperP	A22.UpperP	0.77	0.78	20
151	Supercontig_1.3	34	A23.LowerP	A23.LowerP	0.75	0.77	20
151	Supercontig_1.3	34	A24.SputuP	A24.SputuP	0.73	0.74	20
151	Supercontig_1.3	34	A3.U3G	A3.U3G	0.70	0.69	20
151	Supercontig_1.3	34	A4.U3B	A4.U3B	0.81	0.82	20
151	Supercontig_1.3	34	A5.U10D	A5.U10D	0.75	0.75	20
151	Supercontig_1.3	34	A6.U5C	A6.U5C	0.78	0.78	20
151	Supercontig_1.3	34	A7.U3E	A7.U3E	0.77	0.77	20
151	Supercontig_1.3	34	A8.U2E	A8.U2E	0.74	0.75	20
151	Supercontig_1.3	34	A9.L3D	A9.L3D	0.74	0.74	20
151	Supercontig_1.3	34	ATCC42720	ATCC42720	0.79	0.79	20
151	Supercontig_1.3	34	B16.1310D	B16.1310D	0.75	0.75	20
151	Supercontig_1.3	34	B17.1311G	B17.1311G	0.66	0.66	20
151	Supercontig_1.3	34	B18.1312G	B18.1312G	0.80	0.79	20
151	Supercontig_1.3	34	B19.1310A	B19.1310A	0.75	0.74	20
151	Supercontig_1.3	34	B20.1311A	B20.1311A	0.68	0.68	20
151	Supercontig_1.3	34	B21.1312A	B21.1312A	0.81	0.82	20
151	Supercontig_1.3	34	B22.134E	B22.134E	0.80	0.82	20
151	Supercontig_1.3	34	B23.133H	B23.133H	0.76	0.75	20
151	Supercontig_1.3	34	B24.133F	B24.133F	0.81	0.81	20
151	Supercontig_1.3	34	B25.135C	B25.135C	0.73	0.74	20
151	Supercontig_1.3	34	B26.131A	B26.131A	0.79	0.80	20
151	Supercontig_1.3	34	B27.136A	B27.136A	0.83	0.84	20
151	Supercontig_1.3	34	B28.13UM	B28.13UM	0.86	0.86	20
151	Supercontig_1.3	34	B29.13MM	B29.13MM	0.84	0.84	20
151	Supercontig_1.3	34	C10.9M3	C10.9M3	0.87	0.87	20
151	Supercontig_1.3	34	C11.9M41	C11.9M41	0.81	0.82	20
151	Supercontig_1.3	34	C12.9U1	C12.9U1	0.83	0.83	20
151	Supercontig_1.3	34	C13.9U2	C13.9U2	0.88	0.88	20
151	Supercontig_1.3	34	C14.9U3	C14.9U3	0.85	0.85	20
151	Supercontig_1.3	34	C15.9U4s	C15.9U4s	0.90	0.91	20
151	Supercontig_1.3	34	C30.13LM	C30.13LM	0.77	0.77	20
151	Supercontig_1.3	34	C31.13MP	C31.13MP	0.61	0.60	20
151	Supercontig_1.3	34	C4.9L1	C4.9L1	0.87	0.86	20
151	Supercontig_1.3	34	C5.9L2	C5.9L2	0.87	0.88	20
