WINDOW	CHROM	CHROM_WINDOW	STRAIN	STRAIN_GROUP	LOCALE	MEAN_COVERAGE	MEDIAN_COVERAGE	GENE_COUNT
117	Supercontig_1.3	0	C8.9M1	C	M	3.12	1.09	20
117	Supercontig_1.3	0	C9.9M2	C	M	2.34	1.15	20
117	Supercontig_1.3	0	ctl1.AL1B	A	L	1.57	0.93	20
117	Supercontig_1.3	0	ctl2.AL1B	A	L	1.58	0.93	20
117	Supercontig_1.3	0	ctl3.C9L1	C	L	2.47	1.02	20
118	Supercontig_1.3	1	A10.L4C	A	L	0.93	0.95	20
118	Supercontig_1.3	1	A11.L11G	A	L	0.89	0.91	20
118	Supercontig_1.3	1	A12.L10B	A	L	0.88	0.88	20
118	Supercontig_1.3	1	A13.L3B	A	L	0.94	0.94	20
118	Supercontig_1.3	1	A14.L4E	A	L	0.93	0.93	20
118	Supercontig_1.3	1	A15.L4G	A	L	0.86	0.86	20
118	Supercontig_1.3	1	A16.L7C	A	L	0.81	0.81	20
118	Supercontig_1.3	1	A17.L1B	A	L	0.87	0.88	20
118	Supercontig_1.3	1	A18.S4H	A	S	0.95	0.94	20
118	Supercontig_1.3	1	A19.S3B	A	S	0.77	0.77	20
118	Supercontig_1.3	1	A2.U10A	A	U	1.01	1.02	20
118	Supercontig_1.3	1	A20.S1E	A	S	0.98	0.98	20
118	Supercontig_1.3	1	A21.S8A	A	S	0.96	0.96	20
118	Supercontig_1.3	1	A22.UpperP	A	U	1.00	1.01	20
118	Supercontig_1.3	1	A23.LowerP	A	L	0.99	1.00	20
118	Supercontig_1.3	1	A24.SputuP	A	S	0.91	0.92	20
118	Supercontig_1.3	1	A3.U3G	A	U	0.91	0.92	20
118	Supercontig_1.3	1	A4.U3B	A	U	0.94	0.95	20
118	Supercontig_1.3	1	A5.U10D	A	U	0.94	0.95	20
118	Supercontig_1.3	1	A6.U5C	A	U	0.97	0.98	20
118	Supercontig_1.3	1	A7.U3E	A	U	0.93	0.95	20
118	Supercontig_1.3	1	A8.U2E	A	U	1.16	1.16	20
118	Supercontig_1.3	1	A9.L3D	A	L	1.00	1.02	20
118	Supercontig_1.3	1	ATCC42720	REF	Blood	1.01	1.02	20
118	Supercontig_1.3	1	B16.1310D	B	L	1.33	1.33	20
118	Supercontig_1.3	1	B17.1311G	B	L	1.42	1.41	20
118	Supercontig_1.3	1	B18.1312G	B	L	1.35	1.36	20
118	Supercontig_1.3	1	B19.1310A	B	L	1.27	1.28	20
118	Supercontig_1.3	1	B20.1311A	B	L	1.48	1.46	20
118	Supercontig_1.3	1	B21.1312A	B	L	1.31	1.32	20
118	Supercontig_1.3	1	B22.134E	B	U	1.29	1.30	20
118	Supercontig_1.3	1	B23.133H	B	U	1.35	1.33	20
118	Supercontig_1.3	1	B24.133F	B	U	1.23	1.26	20
118	Supercontig_1.3	1	B25.135C	B	U	1.32	1.32	20
118	Supercontig_1.3	1	B26.131A	B	U	1.33	1.34	20
118	Supercontig_1.3	1	B27.136A	B	U	1.32	1.33	20
118	Supercontig_1.3	1	B28.13UM	B	U	1.35	1.35	20
118	Supercontig_1.3	1	B29.13MM	B	M	1.26	1.26	20
118	Supercontig_1.3	1	C10.9M3	C	M	1.02	1.01	20
118	Supercontig_1.3	1	C11.9M41	C	M	1.60	1.60	20
118	Supercontig_1.3	1	C12.9U1	C	U	0.66	0.66	20
118	Supercontig_1.3	1	C13.9U2	C	U	1.04	1.04	20
118	Supercontig_1.3	1	C14.9U3	C	U	1.06	1.06	20
118	Supercontig_1.3	1	C15.9U4s	C	U	1.00	1.01	20
118	Supercontig_1.3	1	C30.13LM	C	L	1.32	1.32	20
118	Supercontig_1.3	1	C31.13MP	C	Stock	1.64	1.65	20
118	Supercontig_1.3	1	C4.9L1	C	L	1.06	1.06	20
118	Supercontig_1.3	1	C5.9L2	C	L	1.07	1.08	20
118	Supercontig_1.3	1	C6.9L3	C	L	1.31	1.31	20
118	Supercontig_1.3	1	C7.9L4	C	L	1.25	1.25	20
118	Supercontig_1.3	1	C8.9M1	C	M	1.03	1.04	20
118	Supercontig_1.3	1	C9.9M2	C	M	1.09	1.10	20
118	Supercontig_1.3	1	ctl1.AL1B	A	L	0.93	0.94	20
118	Supercontig_1.3	1	ctl2.AL1B	A	L	0.92	0.93	20
118	Supercontig_1.3	1	ctl3.C9L1	C	L	0.99	1.00	20
119	Supercontig_1.3	2	A10.L4C	A	L	0.91	0.92	20
119	Supercontig_1.3	2	A11.L11G	A	L	0.88	0.87	20
119	Supercontig_1.3	2	A12.L10B	A	L	0.88	0.88	20
119	Supercontig_1.3	2	A13.L3B	A	L	0.93	0.94	20
119	Supercontig_1.3	2	A14.L4E	A	L	0.92	0.92	20
119	Supercontig_1.3	2	A15.L4G	A	L	0.86	0.85	20
119	Supercontig_1.3	2	A16.L7C	A	L	0.83	0.83	20
119	Supercontig_1.3	2	A17.L1B	A	L	0.88	0.89	20
119	Supercontig_1.3	2	A18.S4H	A	S	0.91	0.93	20
119	Supercontig_1.3	2	A19.S3B	A	S	0.80	0.79	20
119	Supercontig_1.3	2	A2.U10A	A	U	0.94	0.94	20
119	Supercontig_1.3	2	A20.S1E	A	S	0.94	0.95	20
119	Supercontig_1.3	2	A21.S8A	A	S	0.94	0.93	20
119	Supercontig_1.3	2	A22.UpperP	A	U	0.98	0.99	20
119	Supercontig_1.3	2	A23.LowerP	A	L	0.98	0.97	20
119	Supercontig_1.3	2	A24.SputuP	A	S	0.89	0.91	20
119	Supercontig_1.3	2	A3.U3G	A	U	0.87	0.88	20
119	Supercontig_1.3	2	A4.U3B	A	U	0.93	0.94	20
119	Supercontig_1.3	2	A5.U10D	A	U	0.90	0.90	20
119	Supercontig_1.3	2	A6.U5C	A	U	0.96	0.97	20
119	Supercontig_1.3	2	A7.U3E	A	U	0.90	0.91	20
119	Supercontig_1.3	2	A8.U2E	A	U	1.05	1.06	20
119	Supercontig_1.3	2	A9.L3D	A	L	0.97	0.97	20
119	Supercontig_1.3	2	ATCC42720	REF	Blood	0.97	0.96	20
119	Supercontig_1.3	2	B16.1310D	B	L	1.24	1.22	20
119	Supercontig_1.3	2	B17.1311G	B	L	1.30	1.29	20
119	Supercontig_1.3	2	B18.1312G	B	L	1.26	1.26	20
119	Supercontig_1.3	2	B19.1310A	B	L	1.16	1.16	20
119	Supercontig_1.3	2	B20.1311A	B	L	1.32	1.32	20
119	Supercontig_1.3	2	B21.1312A	B	L	1.24	1.24	20
119	Supercontig_1.3	2	B22.134E	B	U	1.20	1.21	20
119	Supercontig_1.3	2	B23.133H	B	U	1.19	1.18	20
119	Supercontig_1.3	2	B24.133F	B	U	1.18	1.17	20
119	Supercontig_1.3	2	B25.135C	B	U	1.24	1.24	20
119	Supercontig_1.3	2	B26.131A	B	U	1.18	1.19	20
119	Supercontig_1.3	2	B27.136A	B	U	1.21	1.19	20
119	Supercontig_1.3	2	B28.13UM	B	U	1.15	1.12	20
119	Supercontig_1.3	2	B29.13MM	B	M	1.11	1.09	20
119	Supercontig_1.3	2	C10.9M3	C	M	0.97	0.96	20
119	Supercontig_1.3	2	C11.9M41	C	M	1.39	1.38	20
119	Supercontig_1.3	2	C12.9U1	C	U	0.66	0.66	20
119	Supercontig_1.3	2	C13.9U2	C	U	1.02	1.02	20
119	Supercontig_1.3	2	C14.9U3	C	U	1.01	1.01	20
119	Supercontig_1.3	2	C15.9U4s	C	U	0.98	0.98	20
119	Supercontig_1.3	2	C30.13LM	C	L	1.21	1.21	20
119	Supercontig_1.3	2	C31.13MP	C	Stock	1.49	1.49	20
119	Supercontig_1.3	2	C4.9L1	C	L	1.01	1.01	20
119	Supercontig_1.3	2	C5.9L2	C	L	1.04	1.04	20
119	Supercontig_1.3	2	C6.9L3	C	L	1.20	1.20	20
119	Supercontig_1.3	2	C7.9L4	C	L	1.16	1.18	20
119	Supercontig_1.3	2	C8.9M1	C	M	0.98	0.98	20
119	Supercontig_1.3	2	C9.9M2	C	M	1.04	1.05	20
119	Supercontig_1.3	2	ctl1.AL1B	A	L	0.92	0.93	20
119	Supercontig_1.3	2	ctl2.AL1B	A	L	0.92	0.93	20
119	Supercontig_1.3	2	ctl3.C9L1	C	L	0.96	0.97	20
120	Supercontig_1.3	3	A10.L4C	A	L	0.90	0.88	20
120	Supercontig_1.3	3	A11.L11G	A	L	0.86	0.87	20
120	Supercontig_1.3	3	A12.L10B	A	L	0.83	0.83	20
120	Supercontig_1.3	3	A13.L3B	A	L	0.90	0.90	20
120	Supercontig_1.3	3	A14.L4E	A	L	0.89	0.88	20
120	Supercontig_1.3	3	A15.L4G	A	L	0.85	0.85	20
120	Supercontig_1.3	3	A16.L7C	A	L	0.82	0.83	20
120	Supercontig_1.3	3	A17.L1B	A	L	0.85	0.85	20
120	Supercontig_1.3	3	A18.S4H	A	S	0.89	0.90	20
120	Supercontig_1.3	3	A19.S3B	A	S	0.81	0.81	20
120	Supercontig_1.3	3	A2.U10A	A	U	0.90	0.91	20
120	Supercontig_1.3	3	A20.S1E	A	S	0.92	0.92	20
120	Supercontig_1.3	3	A21.S8A	A	S	0.90	0.90	20
120	Supercontig_1.3	3	A22.UpperP	A	U	0.96	0.97	20
120	Supercontig_1.3	3	A23.LowerP	A	L	0.95	0.96	20
120	Supercontig_1.3	3	A24.SputuP	A	S	0.88	0.88	20
120	Supercontig_1.3	3	A3.U3G	A	U	0.83	0.84	20
120	Supercontig_1.3	3	A4.U3B	A	U	0.87	0.89	20
120	Supercontig_1.3	3	A5.U10D	A	U	0.88	0.88	20
120	Supercontig_1.3	3	A6.U5C	A	U	0.94	0.94	20
120	Supercontig_1.3	3	A7.U3E	A	U	0.88	0.89	20
120	Supercontig_1.3	3	A8.U2E	A	U	0.97	0.98	20
120	Supercontig_1.3	3	A9.L3D	A	L	0.95	0.92	20
120	Supercontig_1.3	3	ATCC42720	REF	Blood	0.95	0.95	20
120	Supercontig_1.3	3	B16.1310D	B	L	1.16	1.16	20
120	Supercontig_1.3	3	B17.1311G	B	L	1.23	1.21	20
120	Supercontig_1.3	3	B18.1312G	B	L	1.16	1.16	20
120	Supercontig_1.3	3	B19.1310A	B	L	1.13	1.13	20
120	Supercontig_1.3	3	B20.1311A	B	L	1.21	1.20	20
120	Supercontig_1.3	3	B21.1312A	B	L	1.17	1.17	20
120	Supercontig_1.3	3	B22.134E	B	U	1.13	1.14	20
120	Supercontig_1.3	3	B23.133H	B	U	1.09	1.10	20
120	Supercontig_1.3	3	B24.133F	B	U	1.13	1.14	20
120	Supercontig_1.3	3	B25.135C	B	U	1.18	1.18	20
120	Supercontig_1.3	3	B26.131A	B	U	1.11	1.11	20
120	Supercontig_1.3	3	B27.136A	B	U	1.14	1.14	20
120	Supercontig_1.3	3	B28.13UM	B	U	1.10	1.07	20
120	Supercontig_1.3	3	B29.13MM	B	M	1.08	1.05	20
120	Supercontig_1.3	3	C10.9M3	C	M	0.94	0.94	20
120	Supercontig_1.3	3	C11.9M41	C	M	1.29	1.28	20
120	Supercontig_1.3	3	C12.9U1	C	U	0.67	0.67	20
120	Supercontig_1.3	3	C13.9U2	C	U	1.00	1.00	20
120	Supercontig_1.3	3	C14.9U3	C	U	0.97	0.97	20
120	Supercontig_1.3	3	C15.9U4s	C	U	0.95	0.95	20
120	Supercontig_1.3	3	C30.13LM	C	L	1.15	1.15	20
120	Supercontig_1.3	3	C31.13MP	C	Stock	1.40	1.40	20
120	Supercontig_1.3	3	C4.9L1	C	L	0.98	0.98	20
120	Supercontig_1.3	3	C5.9L2	C	L	1.01	1.01	20
120	Supercontig_1.3	3	C6.9L3	C	L	1.16	1.16	20
120	Supercontig_1.3	3	C7.9L4	C	L	1.11	1.12	20
120	Supercontig_1.3	3	C8.9M1	C	M	0.95	0.94	20
120	Supercontig_1.3	3	C9.9M2	C	M	1.00	1.00	20
120	Supercontig_1.3	3	ctl1.AL1B	A	L	0.91	0.91	20
120	Supercontig_1.3	3	ctl2.AL1B	A	L	0.91	0.90	20
120	Supercontig_1.3	3	ctl3.C9L1	C	L	0.92	0.92	20
121	Supercontig_1.3	4	A10.L4C	A	L	0.92	0.94	20
121	Supercontig_1.3	4	A11.L11G	A	L	0.86	0.87	20
121	Supercontig_1.3	4	A12.L10B	A	L	0.82	0.85	20
121	Supercontig_1.3	4	A13.L3B	A	L	0.91	0.92	20
121	Supercontig_1.3	4	A14.L4E	A	L	0.89	0.91	20
121	Supercontig_1.3	4	A15.L4G	A	L	0.87	0.88	20
121	Supercontig_1.3	4	A16.L7C	A	L	0.85	0.84	20
121	Supercontig_1.3	4	A17.L1B	A	L	0.85	0.85	20
121	Supercontig_1.3	4	A18.S4H	A	S	0.88	0.89	20
121	Supercontig_1.3	4	A19.S3B	A	S	0.83	0.82	20
121	Supercontig_1.3	4	A2.U10A	A	U	0.91	0.91	20
121	Supercontig_1.3	4	A20.S1E	A	S	0.90	0.91	20
121	Supercontig_1.3	4	A21.S8A	A	S	0.90	0.89	20
121	Supercontig_1.3	4	A22.UpperP	A	U	0.98	0.99	20
121	Supercontig_1.3	4	A23.LowerP	A	L	0.96	0.97	20
121	Supercontig_1.3	4	A24.SputuP	A	S	0.88	0.89	20
121	Supercontig_1.3	4	A3.U3G	A	U	0.81	0.82	20
121	Supercontig_1.3	4	A4.U3B	A	U	0.92	0.94	20
121	Supercontig_1.3	4	A5.U10D	A	U	0.85	0.85	20
121	Supercontig_1.3	4	A6.U5C	A	U	0.96	0.96	20
121	Supercontig_1.3	4	A7.U3E	A	U	0.89	0.89	20
121	Supercontig_1.3	4	A8.U2E	A	U	0.97	0.98	20
121	Supercontig_1.3	4	A9.L3D	A	L	0.92	0.92	20
121	Supercontig_1.3	4	ATCC42720	REF	Blood	0.93	0.94	20
121	Supercontig_1.3	4	B16.1310D	B	L	1.16	1.17	20
121	Supercontig_1.3	4	B17.1311G	B	L	1.16	1.16	20
121	Supercontig_1.3	4	B18.1312G	B	L	1.12	1.13	20
121	Supercontig_1.3	4	B19.1310A	B	L	1.10	1.09	20
121	Supercontig_1.3	4	B20.1311A	B	L	1.14	1.15	20
121	Supercontig_1.3	4	B21.1312A	B	L	1.14	1.13	20
121	Supercontig_1.3	4	B22.134E	B	U	1.11	1.10	20
121	Supercontig_1.3	4	B23.133H	B	U	1.05	1.06	20
121	Supercontig_1.3	4	B24.133F	B	U	1.11	1.11	20
121	Supercontig_1.3	4	B25.135C	B	U	1.14	1.14	20
121	Supercontig_1.3	4	B26.131A	B	U	1.06	1.05	20
121	Supercontig_1.3	4	B27.136A	B	U	1.08	1.09	20
121	Supercontig_1.3	4	B28.13UM	B	U	1.00	0.97	20
121	Supercontig_1.3	4	B29.13MM	B	M	1.01	0.99	20
121	Supercontig_1.3	4	C10.9M3	C	M	0.90	0.90	20
121	Supercontig_1.3	4	C11.9M41	C	M	1.21	1.21	20
121	Supercontig_1.3	4	C12.9U1	C	U	0.68	0.68	20
121	Supercontig_1.3	4	C13.9U2	C	U	0.98	0.98	20
121	Supercontig_1.3	4	C14.9U3	C	U	0.93	0.93	20
121	Supercontig_1.3	4	C15.9U4s	C	U	0.94	0.95	20
121	Supercontig_1.3	4	C30.13LM	C	L	1.13	1.13	20
121	Supercontig_1.3	4	C31.13MP	C	Stock	1.32	1.33	20
121	Supercontig_1.3	4	C4.9L1	C	L	0.93	0.93	20
121	Supercontig_1.3	4	C5.9L2	C	L	0.96	0.96	20
121	Supercontig_1.3	4	C6.9L3	C	L	1.07	1.08	20
121	Supercontig_1.3	4	C7.9L4	C	L	1.04	1.04	20
121	Supercontig_1.3	4	C8.9M1	C	M	0.92	0.93	20
121	Supercontig_1.3	4	C9.9M2	C	M	0.99	0.99	20
121	Supercontig_1.3	4	ctl1.AL1B	A	L	0.88	0.87	20
121	Supercontig_1.3	4	ctl2.AL1B	A	L	0.88	0.88	20
121	Supercontig_1.3	4	ctl3.C9L1	C	L	0.92	0.92	20
122	Supercontig_1.3	5	A10.L4C	A	L	0.84	0.82	20
122	Supercontig_1.3	5	A11.L11G	A	L	0.81	0.81	20
122	Supercontig_1.3	5	A12.L10B	A	L	0.81	0.79	20
122	Supercontig_1.3	5	A13.L3B	A	L	0.86	0.86	20
122	Supercontig_1.3	5	A14.L4E	A	L	0.86	0.86	20
122	Supercontig_1.3	5	A15.L4G	A	L	0.81	0.81	20
122	Supercontig_1.3	5	A16.L7C	A	L	0.81	0.80	20
122	Supercontig_1.3	5	A17.L1B	A	L	0.81	0.81	20
122	Supercontig_1.3	5	A18.S4H	A	S	0.82	0.82	20
122	Supercontig_1.3	5	A19.S3B	A	S	0.77	0.75	20
122	Supercontig_1.3	5	A2.U10A	A	U	0.87	0.86	20
122	Supercontig_1.3	5	A20.S1E	A	S	0.85	0.85	20
122	Supercontig_1.3	5	A21.S8A	A	S	0.85	0.83	20
122	Supercontig_1.3	5	A22.UpperP	A	U	0.91	0.92	20
122	Supercontig_1.3	5	A23.LowerP	A	L	0.90	0.91	20
122	Supercontig_1.3	5	A24.SputuP	A	S	0.83	0.83	20
122	Supercontig_1.3	5	A3.U3G	A	U	0.78	0.77	20
122	Supercontig_1.3	5	A4.U3B	A	U	0.87	0.87	20
122	Supercontig_1.3	5	A5.U10D	A	U	0.80	0.80	20
122	Supercontig_1.3	5	A6.U5C	A	U	0.91	0.91	20
122	Supercontig_1.3	5	A7.U3E	A	U	0.85	0.83	20
122	Supercontig_1.3	5	A8.U2E	A	U	0.91	0.92	20
122	Supercontig_1.3	5	A9.L3D	A	L	0.85	0.85	20
122	Supercontig_1.3	5	ATCC42720	REF	Blood	0.87	0.87	20
122	Supercontig_1.3	5	B16.1310D	B	L	1.03	1.04	20
122	Supercontig_1.3	5	B17.1311G	B	L	1.10	1.10	20
122	Supercontig_1.3	5	B18.1312G	B	L	1.00	0.99	20
122	Supercontig_1.3	5	B19.1310A	B	L	1.04	1.03	20
122	Supercontig_1.3	5	B20.1311A	B	L	1.05	1.04	20
122	Supercontig_1.3	5	B21.1312A	B	L	1.04	1.03	20
122	Supercontig_1.3	5	B22.134E	B	U	1.00	0.99	20
122	Supercontig_1.3	5	B23.133H	B	U	0.95	0.95	20
122	Supercontig_1.3	5	B24.133F	B	U	1.02	1.01	20
122	Supercontig_1.3	5	B25.135C	B	U	1.07	1.07	20
122	Supercontig_1.3	5	B26.131A	B	U	0.99	0.99	20
122	Supercontig_1.3	5	B27.136A	B	U	1.03	1.02	20
122	Supercontig_1.3	5	B28.13UM	B	U	0.93	0.92	20
122	Supercontig_1.3	5	B29.13MM	B	M	0.93	0.94	20
122	Supercontig_1.3	5	C10.9M3	C	M	0.85	0.85	20
122	Supercontig_1.3	5	C11.9M41	C	M	1.11	1.11	20
122	Supercontig_1.3	5	C12.9U1	C	U	0.68	0.68	20
122	Supercontig_1.3	5	C13.9U2	C	U	0.92	0.92	20
122	Supercontig_1.3	5	C14.9U3	C	U	0.88	0.87	20
122	Supercontig_1.3	5	C15.9U4s	C	U	0.86	0.86	20
122	Supercontig_1.3	5	C30.13LM	C	L	1.04	1.05	20
122	Supercontig_1.3	5	C31.13MP	C	Stock	1.20	1.21	20
122	Supercontig_1.3	5	C4.9L1	C	L	0.89	0.89	20
122	Supercontig_1.3	5	C5.9L2	C	L	0.91	0.90	20
122	Supercontig_1.3	5	C6.9L3	C	L	1.01	1.01	20
122	Supercontig_1.3	5	C7.9L4	C	L	0.99	0.99	20
122	Supercontig_1.3	5	C8.9M1	C	M	0.85	0.86	20
122	Supercontig_1.3	5	C9.9M2	C	M	0.95	0.95	20
122	Supercontig_1.3	5	ctl1.AL1B	A	L	0.85	0.85	20
122	Supercontig_1.3	5	ctl2.AL1B	A	L	0.85	0.85	20
122	Supercontig_1.3	5	ctl3.C9L1	C	L	0.89	0.88	20
123	Supercontig_1.3	6	A10.L4C	A	L	0.89	0.91	20
123	Supercontig_1.3	6	A11.L11G	A	L	0.84	0.84	20
123	Supercontig_1.3	6	A12.L10B	A	L	0.85	0.86	20
123	Supercontig_1.3	6	A13.L3B	A	L	0.89	0.90	20
123	Supercontig_1.3	6	A14.L4E	A	L	0.87	0.87	20
123	Supercontig_1.3	6	A15.L4G	A	L	0.83	0.84	20
123	Supercontig_1.3	6	A16.L7C	A	L	0.84	0.83	20
123	Supercontig_1.3	6	A17.L1B	A	L	0.83	0.83	20
123	Supercontig_1.3	6	A18.S4H	A	S	0.85	0.83	20
123	Supercontig_1.3	6	A19.S3B	A	S	0.80	0.80	20
123	Supercontig_1.3	6	A2.U10A	A	U	0.90	0.91	20
123	Supercontig_1.3	6	A20.S1E	A	S	0.87	0.87	20
123	Supercontig_1.3	6	A21.S8A	A	S	0.85	0.86	20
123	Supercontig_1.3	6	A22.UpperP	A	U	0.96	0.96	20
123	Supercontig_1.3	6	A23.LowerP	A	L	0.95	0.95	20
123	Supercontig_1.3	6	A24.SputuP	A	S	0.86	0.87	20
123	Supercontig_1.3	6	A3.U3G	A	U	0.81	0.80	20
123	Supercontig_1.3	6	A4.U3B	A	U	0.89	0.88	20
123	Supercontig_1.3	6	A5.U10D	A	U	0.82	0.83	20
123	Supercontig_1.3	6	A6.U5C	A	U	0.92	0.92	20
123	Supercontig_1.3	6	A7.U3E	A	U	0.89	0.89	20
123	Supercontig_1.3	6	A8.U2E	A	U	0.93	0.93	20
123	Supercontig_1.3	6	A9.L3D	A	L	0.88	0.89	20
123	Supercontig_1.3	6	ATCC42720	REF	Blood	0.88	0.88	20
123	Supercontig_1.3	6	B16.1310D	B	L	1.03	1.03	20
123	Supercontig_1.3	6	B17.1311G	B	L	1.12	1.13	20
123	Supercontig_1.3	6	B18.1312G	B	L	0.96	0.97	20
123	Supercontig_1.3	6	B19.1310A	B	L	1.07	1.07	20
123	Supercontig_1.3	6	B20.1311A	B	L	1.05	1.06	20
123	Supercontig_1.3	6	B21.1312A	B	L	1.01	1.01	20
123	Supercontig_1.3	6	B22.134E	B	U	0.97	0.99	20
123	Supercontig_1.3	6	B23.133H	B	U	0.99	0.98	20
123	Supercontig_1.3	6	B24.133F	B	U	1.02	1.02	20
123	Supercontig_1.3	6	B25.135C	B	U	1.08	1.08	20
123	Supercontig_1.3	6	B26.131A	B	U	0.98	0.98	20
123	Supercontig_1.3	6	B27.136A	B	U	1.02	1.01	20
123	Supercontig_1.3	6	B28.13UM	B	U	0.94	0.94	20
123	Supercontig_1.3	6	B29.13MM	B	M	0.93	0.92	20
123	Supercontig_1.3	6	C10.9M3	C	M	0.85	0.84	20
123	Supercontig_1.3	6	C11.9M41	C	M	1.09	1.09	20
123	Supercontig_1.3	6	C12.9U1	C	U	0.69	0.69	20
123	Supercontig_1.3	6	C13.9U2	C	U	0.92	0.93	20
123	Supercontig_1.3	6	C14.9U3	C	U	0.85	0.84	20
123	Supercontig_1.3	6	C15.9U4s	C	U	0.81	0.81	20
123	Supercontig_1.3	6	C30.13LM	C	L	1.03	1.03	20
123	Supercontig_1.3	6	C31.13MP	C	Stock	1.14	1.16	20
123	Supercontig_1.3	6	C4.9L1	C	L	0.89	0.89	20
123	Supercontig_1.3	6	C5.9L2	C	L	0.90	0.92	20
123	Supercontig_1.3	6	C6.9L3	C	L	1.00	1.01	20
123	Supercontig_1.3	6	C7.9L4	C	L	0.98	0.98	20
123	Supercontig_1.3	6	C8.9M1	C	M	0.84	0.84	20
123	Supercontig_1.3	6	C9.9M2	C	M	0.95	0.96	20
123	Supercontig_1.3	6	ctl1.AL1B	A	L	0.88	0.89	20
123	Supercontig_1.3	6	ctl2.AL1B	A	L	0.89	0.89	20
123	Supercontig_1.3	6	ctl3.C9L1	C	L	0.90	0.90	20
124	Supercontig_1.3	7	A10.L4C	A	L	0.95	0.96	20
124	Supercontig_1.3	7	A11.L11G	A	L	0.87	0.86	20
124	Supercontig_1.3	7	A12.L10B	A	L	0.90	0.89	20
124	Supercontig_1.3	7	A13.L3B	A	L	0.93	0.92	20
124	Supercontig_1.3	7	A14.L4E	A	L	0.93	0.94	20
124	Supercontig_1.3	7	A15.L4G	A	L	0.90	0.90	20
124	Supercontig_1.3	7	A16.L7C	A	L	0.88	0.88	20
124	Supercontig_1.3	7	A17.L1B	A	L	0.90	0.92	20
124	Supercontig_1.3	7	A18.S4H	A	S	0.88	0.88	20
124	Supercontig_1.3	7	A19.S3B	A	S	0.82	0.82	20
124	Supercontig_1.3	7	A2.U10A	A	U	0.96	0.93	20
124	Supercontig_1.3	7	A20.S1E	A	S	0.92	0.93	20
124	Supercontig_1.3	7	A21.S8A	A	S	0.90	0.90	20
124	Supercontig_1.3	7	A22.UpperP	A	U	0.96	0.97	20
124	Supercontig_1.3	7	A23.LowerP	A	L	0.99	0.99	20
124	Supercontig_1.3	7	A24.SputuP	A	S	0.89	0.90	20
124	Supercontig_1.3	7	A3.U3G	A	U	0.81	0.80	20
124	Supercontig_1.3	7	A4.U3B	A	U	0.93	0.91	20
124	Supercontig_1.3	7	A5.U10D	A	U	0.83	0.84	20
124	Supercontig_1.3	7	A6.U5C	A	U	0.95	0.96	20
124	Supercontig_1.3	7	A7.U3E	A	U	0.92	0.92	20
124	Supercontig_1.3	7	A8.U2E	A	U	0.94	0.93	20
124	Supercontig_1.3	7	A9.L3D	A	L	0.92	0.93	20
124	Supercontig_1.3	7	ATCC42720	REF	Blood	0.86	0.87	20
124	Supercontig_1.3	7	B16.1310D	B	L	1.06	1.06	20
124	Supercontig_1.3	7	B17.1311G	B	L	1.12	1.12	20
124	Supercontig_1.3	7	B18.1312G	B	L	1.01	1.01	20
124	Supercontig_1.3	7	B19.1310A	B	L	1.07	1.08	20
124	Supercontig_1.3	7	B20.1311A	B	L	1.02	1.02	20
124	Supercontig_1.3	7	B21.1312A	B	L	1.00	1.00	20
124	Supercontig_1.3	7	B22.134E	B	U	1.03	1.02	20
124	Supercontig_1.3	7	B23.133H	B	U	1.03	1.04	20
124	Supercontig_1.3	7	B24.133F	B	U	1.03	1.05	20
124	Supercontig_1.3	7	B25.135C	B	U	1.07	1.06	20
124	Supercontig_1.3	7	B26.131A	B	U	0.97	0.97	20
124	Supercontig_1.3	7	B27.136A	B	U	1.02	1.02	20
124	Supercontig_1.3	7	B28.13UM	B	U	0.93	0.94	20
124	Supercontig_1.3	7	B29.13MM	B	M	0.94	0.94	20
124	Supercontig_1.3	7	C10.9M3	C	M	0.80	0.80	20
124	Supercontig_1.3	7	C11.9M41	C	M	1.03	1.01	20
124	Supercontig_1.3	7	C12.9U1	C	U	0.69	0.69	20
124	Supercontig_1.3	7	C13.9U2	C	U	0.93	0.94	20
124	Supercontig_1.3	7	C14.9U3	C	U	0.83	0.83	20
124	Supercontig_1.3	7	C15.9U4s	C	U	0.82	0.82	20
124	Supercontig_1.3	7	C30.13LM	C	L	1.04	1.05	20
124	Supercontig_1.3	7	C31.13MP	C	Stock	1.07	1.08	20
124	Supercontig_1.3	7	C4.9L1	C	L	0.87	0.86	20
124	Supercontig_1.3	7	C5.9L2	C	L	0.86	0.86	20
124	Supercontig_1.3	7	C6.9L3	C	L	0.96	0.95	20
124	Supercontig_1.3	7	C7.9L4	C	L	0.95	0.95	20
124	Supercontig_1.3	7	C8.9M1	C	M	0.81	0.80	20
124	Supercontig_1.3	7	C9.9M2	C	M	0.95	0.95	20
124	Supercontig_1.3	7	ctl1.AL1B	A	L	0.91	0.91	20
124	Supercontig_1.3	7	ctl2.AL1B	A	L	0.91	0.91	20
124	Supercontig_1.3	7	ctl3.C9L1	C	L	0.88	0.89	20
125	Supercontig_1.3	8	A10.L4C	A	L	0.94	0.95	20
125	Supercontig_1.3	8	A11.L11G	A	L	0.87	0.89	20
125	Supercontig_1.3	8	A12.L10B	A	L	0.93	0.94	20
125	Supercontig_1.3	8	A13.L3B	A	L	0.92	0.93	20
125	Supercontig_1.3	8	A14.L4E	A	L	0.95	0.94	20
