GENE	POSITION	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	B29.13MM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C30.13LM	C31.13MP	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_00530	1072586	119.40	119.50	102.41	128.23	119.23	121.58	111.51	85.17	97.38	171.79	137.45	84.50	109.53	229.64	347.70	91.38	69.41	106.28	77.93	479.55	149.86	132.02	98.73	116.93	282.14	222.47	296.32	264.88	217.20	243.14	269.44	267.45	272.18	224.72	250.06	265.41	178.01	205.23	129.57	187.55	224.52	319.89	310.23	290.01	246.63	191.06	178.94	167.06	237.26	198.74	176.13	212.74	263.02	249.52	235.22
CLUG_00531	1074500	110.28	109.83	92.87	124.96	112.63	116.23	104.52	74.72	90.77	171.84	124.98	101.93	112.70	234.03	336.65	95.21	70.24	99.10	73.41	462.75	151.78	136.19	95.07	116.47	269.11	221.27	294.26	261.72	220.84	228.95	247.43	265.17	266.30	193.28	245.45	263.85	183.09	194.66	127.74	194.46	211.42	300.90	316.75	286.12	238.61	191.71	172.94	163.13	256.14	194.30	168.57	201.94	248.80	241.70	228.42
CLUG_00532	1076184	115.94	123.94	105.76	121.81	131.47	134.58	115.52	86.83	101.43	185.91	137.58	107.84	110.20	256.62	374.89	100.28	69.19	106.60	79.73	505.09	163.16	135.12	108.67	125.36	274.28	231.60	309.28	279.44	226.70	249.97	264.70	278.51	292.64	217.20	268.27	276.01	182.63	189.53	135.43	189.26	223.29	312.41	320.40	295.51	250.99	218.13	189.37	181.36	243.26	199.47	171.07	212.40	260.13	263.85	236.17
CLUG_00533	1079532	100.88	110.12	88.18	117.16	120.29	131.48	96.66	81.54	92.86	168.52	125.13	96.70	109.05	209.58	335.09	88.91	62.28	112.42	73.53	463.32	142.01	118.24	92.48	118.17	268.12	231.25	310.55	268.46	217.95	247.49	244.70	270.20	285.47	196.31	250.93	271.79	199.50	202.31	129.77	203.64	211.44	299.62	313.17	290.84	248.68	205.36	185.63	170.50	235.18	196.19	167.42	206.22	260.33	244.74	230.45
CLUG_00534	1080778	108.79	101.69	91.27	113.68	116.99	130.34	110.98	85.55	108.61	171.87	123.70	98.71	109.89	214.43	324.84	87.85	68.05	98.28	77.79	450.50	150.54	124.59	97.81	120.55	280.10	209.67	303.12	265.04	215.58	236.80	261.62	256.41	292.14	200.54	259.01	273.66	184.41	197.69	133.07	187.74	221.07	297.90	308.79	277.71	251.18	206.87	192.24	179.25	238.78	191.88	167.92	202.25	250.41	237.32	238.15
CLUG_00535	1082236	113.52	119.08	99.57	129.78	112.04	123.60	109.78	85.94	102.09	175.27	123.04	95.94	116.74	228.58	343.18	101.62	71.53	104.77	70.43	466.38	142.33	130.82	91.14	123.55	295.69	240.35	297.50	275.89	219.85	254.24	277.38	283.97	263.15	202.59	262.10	278.08	205.49	228.25	129.17	196.36	236.35	314.53	301.62	283.32	247.48	203.75	190.79	185.30	240.34	209.15	171.62	215.39	253.87	259.05	237.77
CLUG_00536	1083220	96.61	111.68	85.75	126.78	108.03	128.98	101.81	89.85	85.79	176.42	129.27	86.20	103.83	223.74	336.68	85.42	71.41	99.99	70.36	466.37	132.06	115.47	100.93	116.36	266.38	221.93	276.78	282.42	229.60	244.51	255.69	256.31	272.15	201.58	274.03	259.58	207.37	238.05	120.83	194.20	212.11	299.94	306.68	263.91	266.10	203.27	175.34	170.60	226.22	194.98	161.72	190.86	257.57	246.98	216.57
CLUG_00537	1084563	98.24	106.96	96.33	104.90	114.35	118.85	97.05	84.05	92.69	165.07	111.97	93.18	107.43	232.15	325.66	80.82	70.00	95.99	69.71	440.70	152.25	121.74	93.87	113.09	240.53	204.10	280.46	250.40	216.02	232.95	248.99	258.58	259.82	200.68	267.71	254.35	195.10	205.04	131.89	178.08	213.62	301.20	303.74	263.65	240.27	196.90	169.43	166.63	230.21	195.00	153.34	198.13	236.79	244.70	222.10
CLUG_00538	1087349	87.89	95.98	83.41	99.41	110.97	114.48	100.18	75.10	84.17	155.88	113.63	77.75	82.99	207.21	305.37	74.63	64.36	89.56	57.42	418.27	117.77	107.15	86.53	100.39	227.66	196.02	261.91	258.33	224.11	232.47	239.17	240.44	254.98	187.76	232.92	242.74	195.40	214.96	121.06	168.98	230.17	283.37	305.22	266.64	223.76	199.59	183.16	159.40	228.98	198.66	151.46	192.33	250.08	241.83	212.00
CLUG_00539	1088292	96.25	105.41	92.83	127.72	104.28	100.35	101.85	75.30	86.22	171.26	118.84	91.12	106.23	218.47	324.44	92.42	61.20	92.98	58.07	412.30	138.54	115.59	88.33	108.18	248.77	213.35	262.65	246.55	212.44	240.53	239.03	260.81	265.60	185.56	258.21	243.37	183.92	199.70	121.63	173.08	222.32	297.75	287.74	256.43	225.65	187.27	178.68	174.15	217.10	188.33	169.82	174.41	225.30	246.68	240.35
CLUG_00540	1091029	90.91	106.66	81.06	117.03	98.14	108.94	105.90	67.28	94.40	159.18	113.83	89.11	97.41	204.78	293.79	78.54	60.49	95.86	64.29	408.65	136.35	115.49	86.80	101.15	242.94	201.28	269.94	248.42	217.30	237.00	232.89	246.61	252.08	196.18	233.51	229.86	182.78	182.04	121.34	178.07	203.73	276.87	284.20	260.06	243.71	192.68	163.92	156.66	225.06	190.72	161.73	184.69	236.90	226.77	212.64
CLUG_00541	1093377	90.56	114.46	83.34	102.53	102.80	110.00	95.04	68.49	84.54	147.63	106.51	88.97	91.35	211.09	298.86	80.03	55.50	93.54	55.88	403.51	129.47	118.25	84.78	112.49	255.37	200.60	281.03	254.10	211.78	236.36	233.01	250.19	260.93	193.22	232.21	251.18	193.46	185.96	136.90	191.74	196.84	296.87	292.86	274.00	225.13	187.96	165.88	171.26	250.24	187.25	162.67	207.30	235.73	235.61	201.51
CLUG_00542	1094487	99.47	107.13	88.61	104.59	102.69	107.45	99.55	74.93	91.41	159.86	110.61	84.81	98.80	200.61	302.18	79.52	66.85	88.50	68.47	417.08	130.43	114.48	88.85	106.92	255.75	216.42	277.96	260.16	212.76	233.63	240.47	250.34	255.62	198.47	257.71	255.35	198.66	214.39	128.99	184.22	213.15	288.60	293.09	273.71	235.00	196.95	176.87	159.95	238.22	200.05	154.34	206.40	239.45	240.49	220.38
CLUG_00543	1099174	84.31	100.96	80.19	104.30	94.50	110.23	88.61	67.51	76.59	139.86	104.46	81.57	107.39	187.62	291.05	72.05	60.87	82.80	56.92	400.92	120.64	106.11	80.23	107.16	245.74	203.01	251.52	238.38	199.77	232.35	228.95	229.40	236.35	176.96	230.04	243.47	190.67	189.08	114.29	182.15	204.14	285.94	294.64	244.23	237.54	191.74	163.28	165.09	209.66	188.01	144.35	192.31	240.36	242.45	207.69
CLUG_00544	1101214	90.22	95.33	74.50	103.07	102.42	109.22	99.27	69.55	76.95	158.19	104.40	84.30	85.13	188.97	270.55	67.23	54.29	88.33	64.09	403.89	125.03	115.05	81.03	103.43	232.39	186.33	275.02	241.09	196.64	214.33	229.35	227.13	242.67	181.79	247.00	234.34	177.45	171.09	118.74	179.48	209.77	278.00	278.71	256.27	227.17	188.96	161.70	160.48	227.33	189.69	157.74	201.73	226.65	218.88	207.75
CLUG_00545	1102514	88.34	114.50	83.32	112.51	95.31	106.40	91.85	74.55	83.64	162.79	109.34	87.66	108.11	201.13	297.36	74.26	66.31	82.15	62.05	416.64	129.46	115.01	87.79	108.71	232.40	192.76	260.87	242.97	195.50	219.36	234.64	236.55	241.20	185.90	247.60	235.30	171.78	171.77	124.87	171.93	192.45	262.24	281.29	259.43	224.23	184.28	156.70	164.01	232.14	179.56	146.20	187.87	231.60	234.35	214.67
CLUG_00546	1104140	90.13	101.15	76.26	99.92	97.75	107.10	96.71	70.43	82.62	158.05	105.96	73.55	92.94	185.09	286.91	74.45	58.41	95.23	65.68	391.02	133.29	106.56	85.47	106.98	226.14	194.91	257.26	240.58	190.72	201.10	230.19	226.02	239.20	190.62	249.06	240.68	172.92	182.66	123.30	170.32	205.00	264.33	274.06	251.58	221.60	180.92	148.59	171.51	209.44	184.40	149.23	198.28	224.63	221.29	204.35
CLUG_00547	1106227	96.88	93.76	78.09	104.61	105.05	107.24	95.06	74.31	86.21	160.72	101.05	84.00	90.91	198.41	288.73	75.01	67.09	91.42	67.04	405.53	127.24	109.07	87.34	100.55	253.90	210.53	274.78	250.40	212.90	231.33	237.39	224.73	245.97	189.01	251.05	242.33	199.40	214.56	132.23	177.56	223.68	277.79	288.17	258.30	222.19	201.20	163.60	152.45	227.49	189.54	159.26	199.43	226.17	224.61	214.31
CLUG_00548	1108234	88.38	101.86	90.56	104.26	112.93	108.74	89.71	72.18	84.11	142.13	109.20	84.81	94.83	200.67	269.59	72.34	57.51	96.24	74.41	405.79	134.59	107.85	77.05	109.08	234.70	199.63	258.67	231.60	211.95	208.30	234.31	230.82	237.64	204.19	255.60	232.01	192.32	204.71	124.29	176.68	229.35	275.05	300.31	247.67	224.04	203.53	170.15	169.06	208.13	190.60	132.59	181.09	239.30	198.23	222.20
CLUG_00549	1108693	89.45	102.35	78.01	97.24	94.37	98.92	89.70	64.89	80.81	145.23	101.29	77.67	96.04	189.28	267.30	70.81	56.86	92.24	64.77	376.58	122.51	102.96	85.55	101.35	233.71	186.41	260.29	239.38	191.99	206.46	227.28	227.27	231.73	181.32	236.20	242.51	178.01	191.63	118.39	178.56	204.00	261.79	276.52	256.17	227.13	192.04	160.08	154.48	214.70	176.61	150.72	196.42	232.42	212.82	217.48
CLUG_00550	1111404	89.81	102.52	79.36	98.59	97.81	102.31	93.69	68.86	77.39	142.47	94.13	87.49	81.37	187.79	256.06	63.75	64.61	82.06	61.53	388.15	121.74	103.90	86.35	106.06	228.18	196.58	263.13	235.78	196.72	226.33	235.65	227.76	237.95	179.01	245.60	233.84	190.03	207.13	119.05	173.01	220.58	278.45	273.36	259.49	214.96	191.82	162.96	162.60	228.17	190.75	145.50	188.17	229.95	220.71	219.32
CLUG_00551	1112898	93.74	111.81	102.44	114.89	103.57	99.61	95.61	72.68	83.93	168.34	107.67	81.94	108.49	210.63	306.70	82.25	74.59	96.50	71.08	406.01	121.71	123.66	86.93	124.40	258.74	209.43	285.70	272.55	215.12	239.43	259.49	240.49	241.94	191.47	253.20	258.47	200.13	228.72	129.79	193.02	221.75	280.98	293.35	251.50	228.12	204.65	186.31	175.80	231.45	194.03	165.47	211.41	244.25	248.16	241.54
CLUG_00552	1114852	61.26	79.73	67.88	79.47	78.14	82.38	71.39	55.95	63.53	129.20	86.55	65.86	79.54	141.73	222.45	56.12	47.47	70.76	52.46	320.77	100.97	93.20	72.83	89.28	216.19	178.17	235.36	233.08	186.04	217.39	211.86	202.58	236.84	185.52	229.34	221.43	212.52	230.91	114.68	169.15	205.92	255.95	259.07	244.80	200.46	176.59	158.44	155.72	193.70	175.56	145.04	187.86	207.78	208.67	202.25
CLUG_00553	1117408	84.12	98.83	79.57	98.15	89.18	97.01	87.60	65.70	81.29	141.12	99.30	75.29	94.97	185.82	265.47	62.09	61.96	89.67	69.13	390.10	124.19	103.55	82.20	96.26	232.42	197.56	257.05	244.88	192.76	220.53	234.77	224.39	245.32	181.86	250.13	238.34	221.28	235.10	118.74	186.48	211.08	277.78	285.85	251.09	220.84	191.12	160.10	157.67	231.46	194.11	150.92	194.34	224.04	227.46	218.10
CLUG_00554	1119661	78.65	91.17	69.22	84.47	84.31	85.38	71.44	59.60	83.77	130.80	91.34	70.02	82.67	171.31	236.10	59.44	52.41	80.13	60.79	357.19	112.51	97.42	75.25	92.89	240.04	190.44	257.26	240.87	208.77	208.06	226.02	228.41	249.37	190.21	239.19	233.42	236.77	232.32	119.29	183.95	213.34	275.68	276.56	249.81	228.43	187.92	163.34	160.90	224.15	175.43	154.69	198.65	223.26	218.39	202.26
CLUG_00555	1122738	96.01	102.48	81.31	107.23	94.79	105.36	90.49	71.46	85.76	156.59	103.85	79.36	98.36	194.54	285.07	74.37	64.69	80.33	59.38	399.83	121.45	104.62	84.70	102.68	250.43	206.20	263.74	249.69	210.17	231.04	240.39	239.81	247.64	195.20	254.46	249.95	221.38	232.41	130.62	195.80	218.24	285.66	290.93	267.99	233.41	194.98	171.44	177.67	233.10	194.02	158.56	197.80	238.15	237.11	219.61
CLUG_00556	1125784	90.23	103.06	78.45	106.00	99.65	105.55	89.87	73.42	81.06	141.85	101.28	81.00	96.31	189.16	269.93	74.74	64.85	84.74	59.74	377.92	118.73	102.86	83.70	106.24	241.81	181.19	269.72	236.91	211.85	222.87	236.16	224.61	249.05	188.16	236.96	247.25	168.17	182.48	120.41	167.31	202.97	272.74	284.57	261.70	230.77	193.38	153.39	165.90	228.13	182.40	143.11	201.18	220.35	222.50	211.97
CLUG_00557	1127856	82.53	97.88	79.35	95.75	94.52	100.63	95.67	68.00	83.57	158.31	104.18	81.05	96.62	190.80	285.38	70.42	65.42	86.29	65.04	382.34	121.53	106.92	91.96	97.66	244.23	197.88	269.00	247.95	199.44	235.54	231.21	228.28	239.14	182.69	253.33	254.53	180.67	212.11	122.38	179.43	215.95	279.62	283.13	254.07	234.01	193.02	160.83	167.59	227.55	193.41	148.21	185.00	224.50	222.94	212.05
CLUG_00558	1131205	75.15	92.86	85.82	90.49	101.88	111.57	98.14	67.64	79.94	145.82	111.98	63.08	105.00	174.80	255.94	77.13	51.21	77.92	58.55	410.02	128.15	112.43	83.46	82.60	249.79	176.02	272.32	269.73	214.10	211.28	248.94	232.21	255.68	182.82	236.60	260.12	222.59	223.17	124.83	207.09	217.60	273.75	303.89	259.65	229.99	192.85	159.84	170.90	230.39	169.38	175.45	198.07	247.82	251.65	237.21
CLUG_00559	1132358	88.92	95.41	79.66	100.41	92.78	103.89	90.79	67.74	74.47	145.43	92.92	81.70	85.23	188.55	250.65	68.39	57.95	85.33	59.71	392.06	119.55	106.93	81.67	97.79	242.42	209.54	274.64	242.42	205.50	229.44	237.04	223.25	256.67	189.60	235.56	243.93	204.90	217.72	132.56	193.63	220.54	279.72	280.76	262.14	244.95	195.78	181.79	164.96	238.05	197.45	158.90	197.47	235.67	237.35	211.78
CLUG_00560	1135009	74.24	88.89	69.14	84.25	82.79	88.63	78.23	57.98	73.36	142.79	90.53	68.43	87.89	165.80	255.72	69.14	54.96	65.27	63.81	325.06	99.54	109.64	70.44	119.32	199.48	167.03	228.99	202.71	171.80	181.69	202.32	196.19	205.22	153.18	206.75	212.22	125.75	126.38	115.49	203.37	215.67	286.15	288.51	267.19	191.79	163.04	190.97	169.09	257.07	190.57	157.86	194.44	188.59	180.43	233.34
CLUG_00561	1136254	88.58	92.85	72.53	85.00	88.11	100.48	92.66	66.81	75.10	152.83	93.82	79.01	89.89	168.74	249.81	64.59	56.18	88.21	54.77	367.14	115.87	96.77	76.78	95.90	247.43	194.07	254.99	243.90	213.50	220.52	242.70	220.10	245.44	195.36	239.92	243.34	216.53	225.09	127.64	189.04	224.85	278.50	285.13	264.78	223.88	198.60	170.73	164.44	241.91	203.91	155.91	209.18	221.88	228.37	203.59
CLUG_00562	1140232	76.80	91.88	68.98	85.20	93.18	95.18	91.88	61.96	73.05	139.96	98.55	69.27	87.21	163.84	248.79	66.10	53.02	87.39	59.42	357.25	106.37	94.40	80.55	104.52	219.69	179.09	258.91	241.27	189.15	212.97	216.76	198.32	226.46	172.93	223.31	221.28	215.73	214.95	127.01	181.99	207.77	281.36	291.22	264.85	206.93	180.91	173.71	168.64	234.66	191.30	160.67	201.28	209.26	195.88	226.41
CLUG_00563	1144119	82.56	85.09	69.66	93.60	84.40	102.44	86.27	56.99	66.45	136.49	87.77	72.36	80.39	167.93	238.84	60.21	50.73	78.19	53.40	362.43	112.45	97.23	71.69	81.71	225.12	174.92	248.80	234.80	201.27	219.54	222.59	216.67	227.17	181.19	227.37	241.85	193.25	203.89	112.49	177.46	196.36	244.48	261.57	239.66	199.33	165.74	156.74	159.27	214.03	174.64	144.11	183.34	213.56	208.37	191.46
CLUG_00564	1146995	92.75	115.61	80.02	102.74	102.40	108.33	94.01	66.95	86.11	148.26	98.19	85.46	87.16	187.99	279.05	78.17	63.47	86.31	64.71	396.56	118.85	111.29	82.72	100.91	244.73	206.81	271.15	257.93	217.22	238.73	240.13	220.01	251.80	191.90	231.43	244.95	204.73	219.50	118.81	188.71	222.70	282.65	278.27	267.73	238.54	188.37	176.56	159.97	237.50	199.56	165.17	200.55	239.01	228.24	217.81
CLUG_00565	1149791	79.97	85.15	80.74	103.41	89.56	102.74	92.80	68.80	74.22	143.30	91.29	69.60	85.60	177.74	270.48	70.32	57.71	83.90	69.63	372.89	115.19	90.38	77.42	98.37	235.91	200.07	259.97	246.93	187.59	224.82	218.93	220.27	240.86	182.21	247.91	245.75	186.85	189.89	119.30	187.55	203.87	259.70	272.05	248.20	234.90	174.85	165.21	166.34	235.56	176.23	163.67	202.51	214.80	208.49	203.28
CLUG_00566	1151478	96.31	103.59	81.85	103.43	98.33	99.08	89.91	68.49	82.44	145.33	95.66	77.03	79.48	190.58	270.00	77.34	54.09	84.84	59.48	378.76	111.52	107.54	84.69	97.19	219.15	194.20	265.72	239.70	197.86	220.24	231.60	214.57	231.56	183.94	237.37	226.65	168.70	171.98	115.13	162.05	206.27	260.60	272.34	242.48	214.11	188.15	162.23	157.83	223.34	184.58	143.93	180.44	220.97	208.12	204.13
CLUG_00567	1153753	93.52	114.19	93.03	108.34	104.76	102.70	87.14	78.89	84.05	152.30	107.78	85.21	96.98	207.82	295.79	85.02	61.13	86.51	64.34	397.87	134.09	108.67	87.49	110.48	241.12	193.63	272.02	255.56	207.29	233.78	249.32	233.80	248.76	201.73	253.71	255.46	187.17	192.13	119.29	175.22	231.63	275.02	285.56	260.37	228.07	184.54	161.77	175.42	231.48	184.69	152.62	203.15	233.07	234.93	242.05
CLUG_00568	1156491	84.25	101.65	76.52	99.06	106.27	96.35	98.02	72.82	88.56	147.41	99.64	87.15	84.80	186.31	298.09	70.78	71.80	93.46	50.08	383.68	106.13	97.87	84.15	89.97	246.96	182.81	253.91	246.76	197.38	230.64	237.75	240.99	237.78	182.93	226.52	246.01	160.81	189.01	121.20	181.71	212.16	282.77	274.28	273.87	233.29	168.76	152.03	165.28	222.36	198.23	144.38	187.87	205.96	196.78	228.85
CLUG_00569	1157687	85.34	80.01	71.75	91.82	93.33	94.93	82.64	65.07	68.05	134.72	94.40	63.58	83.64	158.30	246.05	54.42	58.24	82.51	53.89	338.21	107.25	98.17	76.89	77.50	208.72	166.35	228.80	199.73	181.00	204.30	208.82	198.68	216.33	147.16	215.50	215.85	143.11	151.20	102.61	165.26	187.87	228.85	229.92	226.87	200.85	167.27	146.61	143.38	197.82	159.38	129.54	163.07	189.41	195.34	195.85
CLUG_00570	1160388	77.66	87.26	79.66	72.95	86.01	104.59	80.98	52.86	65.19	135.42	76.86	65.71	81.39	164.18	216.94	57.29	49.21	77.37	55.21	359.41	103.87	98.05	73.76	75.66	233.63	193.57	272.11	244.19	193.47	219.99	228.93	218.27	249.88	188.26	241.67	244.50	260.45	247.78	110.24	174.38	216.23	270.54	274.10	253.36	233.24	190.15	150.97	162.46	246.57	181.24	140.38	192.65	228.74	228.33	226.12
CLUG_00571	1161440	100.98	107.48	88.36	111.75	107.39	112.73	103.00	74.97	89.75	164.26	107.99	92.89	99.40	202.79	315.08	86.60	65.27	92.59	68.96	434.11	132.44	112.57	95.41	113.61	258.65	207.30	284.80	267.14	225.75	243.27	252.94	250.78	264.36	198.78	257.21	264.26	196.90	200.95	129.65	192.17	221.55	291.45	298.86	272.02	242.80	195.61	174.67	173.24	239.41	197.19	167.88	202.41	247.41	239.60	226.94
CLUG_00572	1165806	82.75	105.68	79.61	99.74	91.13	104.07	85.15	70.77	85.68	141.57	87.08	80.18	94.81	180.30	280.62	67.50	52.97	83.41	54.94	390.75	112.29	108.38	75.40	99.99	237.39	184.83	281.66	245.39	207.83	235.23	228.73	219.62	241.54	171.35	239.93	247.23	220.78	199.17	119.39	162.57	216.38	278.81	270.70	259.02	227.79	185.33	167.26	158.91	221.45	198.70	165.01	192.84	211.73	228.75	217.46
CLUG_00573	1166782	85.41	94.93	81.97	103.49	95.65	109.38	87.36	71.45	89.14	139.27	95.56	83.12	85.76	193.66	263.22	77.09	54.75	81.27	57.67	384.28	121.46	98.17	86.32	107.99	252.91	196.29	270.19	249.50	219.98	227.66	246.66	220.49	243.73	186.42	238.05	243.34	207.87	214.69	121.78	180.65	221.33	270.57	283.14	246.95	213.24	189.49	168.58	163.38	206.56	201.17	147.40	197.09	236.65	215.19	217.70
CLUG_00574	1167262	79.04	77.95	82.88	93.60	92.91	109.42	86.16	65.38	83.57	145.52	87.57	79.77	78.51	187.31	256.06	69.43	56.97	78.69	58.59	381.58	116.74	91.85	78.88	97.41	234.85	192.83	280.70	251.19	217.70	229.85	238.70	219.28	235.69	188.09	235.78	256.94	242.95	241.75	127.46	186.65	216.07	272.36	272.16	266.10	227.97	183.44	165.97	172.99	228.98	195.48	146.45	198.65	239.12	226.24	220.66
CLUG_00575	1168093	85.21	86.00	74.59	92.13	87.46	105.42	88.87	69.39	76.37	147.66	100.74	78.03	96.74	186.81	259.99	61.87	54.99	83.50	58.39	385.63	118.14	101.35	84.88	94.02	236.58	198.89	282.69	255.30	220.51	237.38	239.79	236.39	260.04	187.93	244.67	263.77	222.66	215.89	132.82	189.20	206.07	277.92	284.94	273.37	231.71	188.03	175.86	166.48	233.43	192.70	159.88	193.36	233.90	221.35	213.20
CLUG_00576	1168223	85.59	85.46	75.63	83.62	81.33	99.57	84.93	67.41	74.97	156.95	100.85	75.87	84.10	191.40	260.56	57.53	52.21	83.08	58.64	384.30	119.98	99.31	81.17	86.34	222.45	196.63	278.60	248.05	217.81	236.92	246.44	222.53	251.97	164.36	247.58	264.56	232.49	225.64	127.31	188.86	208.02	285.94	273.53	257.88	220.14	188.88	185.06	162.23	232.79	196.76	159.63	189.97	232.77	230.23	219.54
CLUG_00577	1170145	79.75	96.35	76.16	97.39	92.19	100.89	88.93	68.53	78.12	144.85	99.41	79.74	87.92	177.01	253.50	67.94	55.74	78.47	55.59	376.46	118.59	101.39	83.47	99.10	224.80	186.63	273.79	246.54	221.68	235.17	239.03	214.73	245.75	181.20	248.78	243.12	222.36	226.14	120.84	179.43	207.09	262.37	282.62	258.47	235.08	194.74	167.96	155.34	225.58	192.71	160.95	194.75	222.57	212.95	209.61
CLUG_00578	1172768	79.09	92.53	71.64	81.64	94.78	100.00	81.43	56.44	75.91	143.70	92.66	72.99	86.15	160.96	247.46	68.76	56.82	73.21	53.26	352.81	117.70	97.99	77.57	87.06	229.00	188.36	283.32	240.24	207.03	245.39	226.33	225.33	247.38	195.05	236.74	243.12	247.77	254.46	132.48	184.13	208.41	285.26	282.37	243.11	227.65	204.04	174.29	161.77	221.07	197.23	149.55	183.22	210.64	240.94	226.73
CLUG_00579	1173572	77.30	87.69	70.20	79.07	81.37	101.58	80.51	51.01	72.73	139.71	91.37	66.55	83.68	145.82	234.26	72.03	58.78	70.15	47.95	346.61	104.73	95.50	74.44	87.65	215.33	172.80	263.05	238.29	199.48	222.66	221.87	221.58	236.06	199.16	236.33	247.47	233.56	241.61	125.63	180.57	198.76	282.60	280.31	259.66	226.46	201.44	171.24	164.51	216.27	176.54	145.95	179.45	223.80	236.89	228.12
CLUG_00580	1176661	80.11	81.34	70.23	89.90	91.25	95.34	85.61	65.02	70.33	143.02	85.84	73.89	83.55	156.14	241.66	60.79	56.98	75.23	53.62	357.21	110.07	101.80	72.94	90.67	243.79	190.46	274.82	252.88	212.07	239.26	238.65	220.49	264.88	182.37	251.64	249.72	240.12	244.63	120.90	190.64	228.44	277.10	284.55	262.68	229.27	191.14	166.51	168.44	240.92	195.24	147.34	202.01	227.35	227.25	213.85
CLUG_00581	1180314	88.06	99.24	75.98	96.54	93.10	105.40	94.62	68.58	70.44	137.88	105.64	75.83	91.12	185.84	266.40	66.45	64.64	75.00	60.13	365.79	125.43	91.97	79.54	103.59	238.58	187.27	282.00	260.16	226.06	242.22	241.03	238.65	247.42	195.47	243.43	251.01	226.72	239.28	133.24	174.01	213.85	279.78	289.31	253.84	241.18	192.76	159.36	167.43	227.70	180.08	153.67	185.01	218.47	223.51	214.44
CLUG_00582	1181714	96.42	103.36	87.90	104.22	105.78	105.43	93.71	80.75	87.83	180.80	115.29	90.63	109.76	214.20	310.03	77.18	68.21	91.48	72.03	446.33	125.84	117.33	84.83	106.36	253.61	207.26	307.97	255.25	224.67	249.46	254.82	257.13	243.15	207.30	253.07	269.65	195.26	193.46	135.98	189.83	237.00	301.06	296.30	284.10	237.13	195.12	160.39	164.45	236.75	199.52	176.69	207.65	226.72	255.93	221.74
CLUG_00583	1181821	96.03	100.99	87.14	106.72	103.13	107.61	100.94	84.58	86.29	182.08	115.59	90.24	104.77	218.98	316.45	80.78	69.93	90.30	70.79	440.61	129.31	115.05	84.38	101.43	252.30	218.82	302.81	257.30	227.46	252.60	258.30	248.06	244.95	205.55	249.01	263.49	188.89	194.39	133.28	189.71	242.61	304.95	302.13	288.95	238.26	196.07	169.29	165.74	244.43	202.79	179.27	209.93	232.02	257.42	221.77
CLUG_00584	1182841	87.13	101.91	80.67	99.73	101.05	93.00	89.58	70.24	75.29	144.33	93.15	81.31	85.22	186.28	268.50	71.01	58.38	90.50	64.36	378.06	116.61	92.36	79.50	100.98	229.29	179.44	271.08	245.39	205.94	229.03	238.84	224.61	233.53	192.80	241.68	241.43	177.70	169.14	106.73	167.71	198.29	262.68	272.81	243.16	222.53	189.43	146.35	147.37	215.83	172.20	147.53	183.11	233.31	218.08	207.53
CLUG_00585	1185269	85.19	99.35	78.66	113.32	97.61	109.14	105.90	66.31	83.62	170.57	101.28	88.19	106.63	184.83	284.59	75.17	63.27	95.45	64.27	412.49	122.70	100.36	90.44	91.39	235.10	188.34	289.14	255.49	201.65	228.80	238.60	235.53	257.91	190.07	259.12	256.02	177.83	175.65	120.47	168.79	207.05	252.92	258.42	250.26	227.63	203.97	160.55	148.40	218.35	189.02	157.17	176.17	223.35	219.33	188.24
CLUG_00586	1185934	86.01	98.54	84.38	102.57	100.18	96.85	86.71	68.21	84.07	145.64	89.10	81.68	85.89	182.98	264.02	64.95	55.61	87.24	63.06	375.73	113.58	103.23	82.35	96.53	233.52	182.83	273.91	245.66	204.66	226.89	244.20	221.55	243.88	187.50	230.98	244.26	199.29	210.81	123.58	176.74	204.78	253.94	262.57	254.17	230.33	197.92	164.16	153.16	221.47	183.81	151.43	187.48	208.73	213.61	207.09
CLUG_00587	1186339	81.33	94.62	85.02	99.61	95.24	93.74	85.54	61.55	80.13	141.99	82.34	77.44	79.74	174.14	250.96	59.54	54.76	78.08	59.92	369.59	113.59	95.77	83.63	95.51	229.23	172.14	271.36	242.78	211.11	221.12	240.78	212.90	237.32	185.89	234.01	235.26	203.70	217.20	118.94	178.98	202.75	247.02	267.08	250.41	229.47	190.63	166.30	155.41	218.36	187.44	152.97	189.09	206.30	201.53	205.78
