# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CLUG_03238	CLUG_03238	CLUT_03238T0	protein_coding	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	5
CLUG_03239	CLUG_03239	CLUT_03239T0	protein_coding	0	0	1	5	0	1	0	5	0	0	0	0	0	0	0	0	0	0
CLUG_03240	CLUG_03240	CLUT_03240T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03241	CLUG_03241	CLUT_03241T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03242	CLUG_03242	CLUT_03242T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03246	CLUG_03246	CLUT_03246T0	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CLUG_03247	CLUG_03247	CLUT_03247T0	protein_coding	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	3
CLUG_03248	CLUG_03248	CLUT_03248T0	protein_coding	1	0	0	6	0	0	0	4	1	0	0	0	0	0	0	0	0	2
CLUG_03249	CLUG_03249	CLUT_03249T0	protein_coding	1	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	6
CLUG_03250	CLUG_03250	CLUT_03250T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_03251	CLUG_03251	CLUT_03251T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03252	CLUG_03252	CLUT_03252T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03257	CLUG_03257	CLUT_03257T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03258	CLUG_03258	CLUT_03258T0	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CLUG_03259	CLUG_03259	CLUT_03259T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03260	CLUG_03260	CLUT_03260T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03261	CLUG_03261	CLUT_03261T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03262	CLUG_03262	CLUT_03262T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03263	CLUG_03263	CLUT_03263T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03264	CLUG_03264	CLUT_03264T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03265	CLUG_03265	CLUT_03265T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03266	CLUG_03266	CLUT_03266T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_03267	CLUG_03267	CLUT_03267T0	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CLUG_03268	CLUG_03268	CLUT_03268T0	protein_coding	1	0	0	5	0	0	0	4	1	0	0	0	1	0	0	1	0	1
CLUG_03269	CLUG_03269	CLUT_03269T0	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CLUG_03270	CLUG_03270	CLUT_03270T0	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CLUG_03271	CLUG_03271	CLUT_03271T0	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CLUG_03272	CLUG_03272	CLUT_03272T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03273	CLUG_03273	CLUT_03273T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_03283	CLUG_03283	CLUT_03283T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03284	CLUG_03284	CLUT_03284T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03285	CLUG_03285	CLUT_03285T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03286	CLUG_03286	CLUT_03286T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03287	CLUG_03287	CLUT_03287T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_03288	CLUG_03288	CLUT_03288T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03289	CLUG_03289	CLUT_03289T0	protein_coding	1	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	1
CLUG_03290	CLUG_03290	CLUT_03290T0	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CLUG_03291	CLUG_03291	CLUT_03291T0	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CLUG_03292	CLUG_03292	CLUT_03292T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_03293	CLUG_03293	CLUT_03293T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03321	CLUG_03321	CLUT_03321T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_03322	CLUG_03322	CLUT_03322T0	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
CLUG_03323	CLUG_03323	CLUT_03323T0	protein_coding	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
CLUG_03324	CLUG_03324	CLUT_03324T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_03329	CLUG_03329	CLUT_03329T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03330	CLUG_03330	CLUT_03330T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03331	CLUG_03331	CLUT_03331T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_03332	CLUG_03332	CLUT_03332T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03333	CLUG_03333	CLUT_03333T0	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CLUG_03334	CLUG_03334	CLUT_03334T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_03335	CLUG_03335	CLUT_03335T0	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CLUG_03336	CLUG_03336	CLUT_03336T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03337	CLUG_03337	CLUT_03337T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03338	CLUG_03338	CLUT_03338T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_03339	CLUG_03339	CLUT_03339T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03340	CLUG_03340	CLUT_03340T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03341	CLUG_03341	CLUT_03341T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_03342	CLUG_03342	CLUT_03342T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_03343	CLUG_03343	CLUT_03343T0	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	3
CLUG_03344	CLUG_03344	CLUT_03344T0	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CLUG_03345	CLUG_03345	CLUT_03345T0	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CLUG_03346	CLUG_03346	CLUT_03346T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_03347	CLUG_03347	CLUT_03347T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_03348	CLUG_03348	CLUT_03348T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_03349	CLUG_03349	CLUT_03349T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03350	CLUG_03350	CLUT_03350T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03351	CLUG_03351	CLUT_03351T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03352	CLUG_03352	CLUT_03352T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03353	CLUG_03353	CLUT_03353T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03354	CLUG_03354	CLUT_03354T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03355	CLUG_03355	CLUT_03355T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03356	CLUG_03356	CLUT_03356T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03357	CLUG_03357	CLUT_03357T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03376	CLUG_03376	CLUT_03376T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03377	CLUG_03377	CLUT_03377T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03378	CLUG_03378	CLUT_03378T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_03379	CLUG_03379	CLUT_03379T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_03380	CLUG_03380	CLUT_03380T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_03381	CLUG_03381	CLUT_03381T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_03382	CLUG_03382	CLUT_03382T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_03383	CLUG_03383	CLUT_03383T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03384	CLUG_03384	CLUT_03384T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_03385	CLUG_03385	CLUT_03385T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03406	CLUG_03406	CLUT_03406T0	protein_coding	3	0	2	1	0	0	0	1	3	0	2	0	0	0	0	0	0	0
CLUG_03407	CLUG_03407	CLUT_03407T0	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CLUG_03408	CLUG_03408	CLUT_03408T0	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0
CLUG_03409	CLUG_03409	CLUT_03409T0	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0
CLUG_03410	CLUG_03410	CLUT_03410T0	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CLUG_03411	CLUG_03411	CLUT_03411T0	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CLUG_03412	CLUG_03412	CLUT_03412T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_03441	CLUG_03441	CLUT_03441T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03442	CLUG_03442	CLUT_03442T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03443	CLUG_03443	CLUT_03443T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03444	CLUG_03444	CLUT_03444T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03445	CLUG_03445	CLUT_03445T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03446	CLUG_03446	CLUT_03446T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03468	CLUG_03468	CLUT_03468T0	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CLUG_03469	CLUG_03469	CLUT_03469T0	protein_coding	1	0	1	4	0	0	0	0	1	0	1	0	0	0	0	0	0	4
CLUG_03470	CLUG_03470	CLUT_03470T0	protein_coding	1	1	0	4	0	0	0	4	1	0	0	0	0	0	0	0	1	0
CLUG_03471	CLUG_03471	CLUT_03471T0	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	2
CLUG_03472	CLUG_03472	CLUT_03472T0	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	2
CLUG_03473	CLUG_03473	CLUT_03473T0	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0
CLUG_03474	CLUG_03474	CLUT_03474T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_03475	CLUG_03475	CLUT_03475T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03476	CLUG_03476	CLUT_03476T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03477	CLUG_03477	CLUT_03477T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03506	CLUG_03506	CLUT_03506T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03507	CLUG_03507	CLUT_03507T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03508	CLUG_03508	CLUT_03508T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03509	CLUG_03509	CLUT_03509T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03510	CLUG_03510	CLUT_03510T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03511	CLUG_03511	CLUT_03511T0	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CLUG_03512	CLUG_03512	CLUT_03512T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_03513	CLUG_03513	CLUT_03513T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03514	CLUG_03514	CLUT_03514T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03515	CLUG_03515	CLUT_03515T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03523	CLUG_03523	CLUT_03523T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03524	CLUG_03524	CLUT_03524T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03525	CLUG_03525	CLUT_03525T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03526	CLUG_03526	CLUT_03526T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03527	CLUG_03527	CLUT_03527T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03528	CLUG_03528	CLUT_03528T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03529	CLUG_03529	CLUT_03529T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03530	CLUG_03530	CLUT_03530T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03531	CLUG_03531	CLUT_03531T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03537	CLUG_03537	CLUT_03537T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03538	CLUG_03538	CLUT_03538T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03539	CLUG_03539	CLUT_03539T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03540	CLUG_03540	CLUT_03540T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03541	CLUG_03541	CLUT_03541T0	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CLUG_03542	CLUG_03542	CLUT_03542T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03543	CLUG_03543	CLUT_03543T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03544	CLUG_03544	CLUT_03544T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03548	CLUG_03548	CLUT_03548T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03549	CLUG_03549	CLUT_03549T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03550	CLUG_03550	CLUT_03550T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_03551	CLUG_03551	CLUT_03551T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_03552	CLUG_03552	CLUT_03552T0	protein_coding	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
CLUG_03553	CLUG_03553	CLUT_03553T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_03554	CLUG_03554	CLUT_03554T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03562	CLUG_03562	CLUT_03562T0	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CLUG_03563	CLUG_03563	CLUT_03563T0	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CLUG_03564	CLUG_03564	CLUT_03564T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_03565	CLUG_03565	CLUT_03565T0	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CLUG_03566	CLUG_03566	CLUT_03566T0	protein_coding	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1
CLUG_03567	CLUG_03567	CLUT_03567T0	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CLUG_03568	CLUG_03568	CLUT_03568T0	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CLUG_03569	CLUG_03569	CLUT_03569T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_03570	CLUG_03570	CLUT_03570T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_03571	CLUG_03571	CLUT_03571T0	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	4
CLUG_03572	CLUG_03572	CLUT_03572T0	protein_coding	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	3
CLUG_03573	CLUG_03573	CLUT_03573T0	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	3
CLUG_03574	CLUG_03574	CLUT_03574T0	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CLUG_03575	CLUG_03575	CLUT_03575T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_03576	CLUG_03576	CLUT_03576T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_03577	CLUG_03577	CLUT_03577T0	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CLUG_03578	CLUG_03578	CLUT_03578T0	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CLUG_03579	CLUG_03579	CLUT_03579T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_03610	CLUG_03610	CLUT_03610T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03611	CLUG_03611	CLUT_03611T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03612	CLUG_03612	CLUT_03612T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03613	CLUG_03613	CLUT_03613T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03614	CLUG_03614	CLUT_03614T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_03615	CLUG_03615	CLUT_03615T0	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	1
CLUG_03616	CLUG_03616	CLUT_03616T0	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	3
CLUG_03617	CLUG_03617	CLUT_03617T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_03618	CLUG_03618	CLUT_03618T0	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CLUG_03619	CLUG_03619	CLUT_03619T0	protein_coding	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1
CLUG_03620	CLUG_03620	CLUT_03620T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_03621	CLUG_03621	CLUT_03621T0	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CLUG_03622	CLUG_03622	CLUT_03622T0	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CLUG_03623	CLUG_03623	CLUT_03623T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03624	CLUG_03624	CLUT_03624T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03625	CLUG_03625	CLUT_03625T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03626	CLUG_03626	CLUT_03626T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03627	CLUG_03627	CLUT_03627T0	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
CLUG_03628	CLUG_03628	CLUT_03628T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_03629	CLUG_03629	CLUT_03629T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_03630	CLUG_03630	CLUT_03630T0	protein_coding	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1
CLUG_03631	CLUG_03631	CLUT_03631T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_03632	CLUG_03632	CLUT_03632T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_03633	CLUG_03633	CLUT_03633T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_03634	CLUG_03634	CLUT_03634T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_03635	CLUG_03635	CLUT_03635T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03636	CLUG_03636	CLUT_03636T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03637	CLUG_03637	CLUT_03637T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03640	CLUG_03640	CLUT_03640T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03641	CLUG_03641	CLUT_03641T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03642	CLUG_03642	CLUT_03642T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03643	CLUG_03643	CLUT_03643T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03644	CLUG_03644	CLUT_03644T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03645	CLUG_03645	CLUT_03645T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03646	CLUG_03646	CLUT_03646T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03647	CLUG_03647	CLUT_03647T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03648	CLUG_03648	CLUT_03648T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03649	CLUG_03649	CLUT_03649T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03650	CLUG_03650	CLUT_03650T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03651	CLUG_03651	CLUT_03651T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03652	CLUG_03652	CLUT_03652T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_03653	CLUG_03653	CLUT_03653T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_03654	CLUG_03654	CLUT_03654T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
