GENE	POSITION	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	B29.13MM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C30.13LM	C31.13MP	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_04953	251558	106.00	114.02	88.04	113.43	109.82	106.16	100.55	89.63	100.65	189.43	230.47	106.49	121.46	224.34	317.24	86.09	79.53	93.94	84.22	431.55	137.67	128.40	97.62	129.58	321.90	348.25	344.73	343.18	291.89	312.19	303.09	303.90	321.46	274.88	286.99	295.29	240.97	277.10	234.07	251.57	307.71	332.37	373.95	339.59	314.83	390.08	245.77	308.38	305.85	254.93	290.14	238.41	288.14	283.88	264.24
CLUG_04954	253325	123.47	123.74	103.96	134.04	123.96	117.29	131.90	103.59	119.72	220.37	259.06	112.80	132.46	263.42	371.85	106.79	88.21	107.31	97.78	468.03	151.25	133.69	115.28	127.92	354.26	370.59	388.29	380.99	328.61	325.62	344.53	344.45	330.84	298.75	310.08	321.54	228.54	268.90	261.72	295.45	357.14	356.88	415.10	370.47	360.23	400.83	269.87	328.58	336.63	298.38	337.33	251.36	326.00	306.67	291.31
CLUG_04955	254130	128.71	142.26	102.93	129.86	128.71	118.01	116.24	101.53	126.02	215.99	265.70	113.02	134.80	276.58	387.42	117.65	94.23	103.78	91.36	499.76	166.12	150.60	125.25	152.64	362.14	379.56	397.08	395.05	321.36	339.37	326.75	348.26	347.77	298.71	318.34	317.83	220.64	256.69	282.95	300.92	351.48	378.08	432.38	377.18	351.88	407.18	288.75	337.09	354.09	301.79	339.36	271.85	315.17	300.82	298.96
CLUG_04956	256941	103.44	120.74	84.42	122.97	128.55	109.53	99.33	83.37	111.89	199.72	236.64	114.56	102.54	238.10	344.64	90.42	88.35	87.50	98.45	451.42	145.75	117.44	121.25	128.41	376.10	368.13	359.49	342.91	309.09	318.17	301.54	316.54	321.01	278.53	295.77	300.79	216.05	242.67	251.57	286.71	307.62	376.80	407.77	348.14	330.53	372.86	273.98	297.18	348.84	273.76	330.20	253.42	302.75	301.17	279.03
CLUG_04957	256983	103.96	117.50	81.63	115.41	128.74	106.87	93.48	79.84	108.13	199.51	226.81	118.32	103.83	230.50	341.44	87.52	87.15	85.27	95.97	438.65	140.08	111.35	123.06	122.18	374.33	364.54	355.84	344.57	304.90	318.13	299.89	321.66	329.55	273.20	295.52	296.48	215.52	243.41	248.59	283.69	306.06	365.25	409.52	342.27	331.28	365.73	273.93	296.93	349.32	266.10	333.98	254.19	294.62	304.82	281.03
CLUG_04958	257515	115.74	107.66	91.17	117.87	114.23	104.33	107.78	86.06	104.85	199.01	229.04	106.95	116.71	241.71	340.38	93.37	84.35	96.92	84.14	469.33	142.49	125.71	112.16	130.31	338.59	357.49	364.22	360.48	299.85	311.08	308.68	313.29	311.18	285.18	299.10	299.76	236.96	279.37	246.51	259.31	307.45	359.03	376.52	359.83	338.33	387.90	260.06	291.92	307.54	273.89	303.27	250.08	313.94	293.98	276.97
CLUG_04959	260220	126.55	127.43	105.83	130.97	134.90	127.73	118.55	90.13	121.08	227.60	271.32	119.11	134.83	273.50	382.53	105.71	87.04	109.56	92.82	512.26	165.54	146.39	123.39	144.92	380.06	384.65	401.51	381.09	335.79	329.13	329.68	339.80	344.30	301.85	310.52	333.99	237.15	284.81	273.96	287.56	346.82	364.64	407.70	386.62	345.98	421.05	291.85	335.35	340.52	290.90	336.14	269.80	323.34	314.92	294.06
CLUG_04960	263633	119.64	123.04	101.54	137.04	123.45	120.38	115.36	91.05	110.70	212.48	268.01	110.90	123.28	262.44	384.37	111.04	88.51	105.27	98.91	486.32	166.49	146.05	119.59	137.15	361.77	369.78	377.99	368.97	312.86	314.15	303.81	327.00	324.25	290.10	313.28	321.56	223.52	257.26	273.27	276.65	332.03	368.83	407.33	378.04	335.55	401.68	275.71	324.56	346.47	292.68	322.96	286.76	301.20	306.37	297.75
CLUG_04961	268047	119.99	115.53	93.22	118.89	114.77	117.24	108.14	87.21	111.32	205.11	241.97	99.35	125.82	257.79	357.82	95.30	83.57	104.46	87.11	475.44	152.36	126.38	109.40	131.38	335.90	360.76	354.51	355.09	297.67	303.68	295.85	312.92	310.65	277.95	292.73	305.48	192.67	240.40	251.16	271.36	322.16	340.16	390.92	367.89	316.23	375.71	265.38	302.53	326.06	258.75	308.88	257.97	304.93	295.55	271.89
CLUG_04962	270080	118.09	114.08	97.24	126.25	134.07	115.54	128.01	90.88	119.64	209.67	246.30	104.32	131.73	262.95	356.62	105.81	97.57	101.70	86.41	469.02	152.14	152.36	117.23	142.60	328.76	344.37	359.43	371.66	299.00	308.36	298.84	317.61	292.93	266.00	269.02	300.22	190.34	225.30	254.44	263.97	316.42	343.79	394.40	361.48	318.18	383.09	270.06	302.36	324.14	269.17	289.78	249.12	307.93	296.84	273.50
CLUG_04963	271248	120.90	131.77	96.97	132.12	124.18	126.45	114.78	95.86	108.83	209.87	252.07	115.42	116.35	266.51	381.86	111.62	85.38	109.28	88.26	512.86	167.07	155.57	108.58	137.05	356.24	369.00	362.69	363.85	314.28	323.16	304.14	318.30	323.30	280.25	301.04	304.15	210.11	249.28	260.86	268.50	339.40	344.79	393.91	364.09	315.32	392.44	279.98	318.14	345.34	284.30	327.51	259.94	291.07	300.95	283.92
CLUG_04964	272827	124.05	120.37	109.41	160.29	134.66	125.59	109.26	89.86	114.89	208.50	280.09	133.70	119.65	254.33	399.87	113.03	92.27	106.62	108.12	506.28	163.82	155.13	132.77	157.07	366.12	384.54	374.80	376.42	336.75	353.76	343.61	317.07	328.72	306.29	312.86	334.16	244.65	263.97	255.35	283.07	340.74	378.95	383.43	425.15	351.09	395.98	290.03	312.29	335.71	308.67	344.87	287.54	356.29	311.23	304.54
CLUG_04965	273250	124.28	135.20	100.95	134.53	130.60	125.06	99.69	88.55	116.60	207.22	256.75	111.68	137.50	283.06	412.85	112.28	86.65	114.70	87.16	530.31	181.20	140.43	112.39	152.21	349.36	387.00	386.69	366.38	315.39	318.20	328.20	336.48	352.99	292.44	303.10	328.96	231.69	263.47	268.89	274.27	331.97	357.47	415.20	377.05	342.50	409.05	279.68	314.08	347.78	291.43	334.44	278.87	326.69	315.57	305.36
CLUG_04966	274959	131.66	131.05	106.22	139.63	136.76	135.53	114.69	95.15	122.54	213.21	283.04	112.92	131.52	274.46	392.83	107.14	90.50	106.41	93.49	520.83	166.35	137.01	123.90	153.27	365.72	388.69	386.42	390.27	320.89	344.19	332.95	329.43	336.15	294.77	309.76	323.37	221.52	260.68	262.06	287.22	347.29	391.61	410.03	391.08	346.67	414.10	290.18	334.46	345.16	292.88	327.74	274.24	340.30	318.06	294.62
CLUG_04967	282980	120.62	129.59	113.13	129.98	135.34	126.82	128.42	89.09	105.10	224.38	270.10	119.47	126.50	277.21	378.58	118.58	85.70	104.41	86.17	500.95	154.46	145.82	121.81	147.34	328.99	338.17	360.81	372.57	319.10	319.89	299.77	305.46	314.87	293.76	305.21	293.40	194.53	232.38	262.78	264.98	319.17	357.50	386.82	382.27	350.50	392.09	275.95	320.21	328.89	276.95	337.95	252.11	301.53	298.72	298.20
CLUG_04968	285264	102.62	98.20	97.31	123.48	113.08	124.25	106.47	72.68	104.41	204.95	239.25	92.08	111.53	235.57	348.18	101.47	75.54	95.73	85.81	472.65	149.62	142.75	104.29	138.74	316.39	348.56	330.83	323.75	294.12	284.97	290.68	301.80	296.23	253.30	254.28	276.29	214.33	236.35	230.47	265.86	308.95	325.83	377.49	348.21	305.79	368.53	259.54	283.42	310.45	258.66	279.75	253.36	299.69	282.36	253.55
CLUG_04969	286360	118.33	128.94	93.97	128.42	122.62	125.30	113.75	92.58	122.64	213.98	245.57	110.46	119.04	252.85	364.71	109.00	78.25	113.62	90.55	492.99	149.58	133.82	110.25	134.42	327.64	366.41	348.01	346.84	302.28	303.87	299.15	297.29	293.58	281.29	269.39	304.34	215.20	241.41	260.06	265.98	313.65	351.06	393.09	355.65	314.12	390.31	271.72	322.17	320.55	270.47	298.79	260.99	306.21	315.61	268.00
CLUG_04970	287663	135.43	129.29	108.15	139.71	142.77	138.19	131.30	95.02	126.76	242.83	297.07	118.60	137.65	296.97	423.34	111.79	91.30	118.74	90.77	538.41	162.50	157.67	117.97	167.49	361.82	354.09	368.91	374.58	315.27	330.32	315.48	325.07	316.83	310.75	316.24	314.40	204.54	234.12	265.26	267.82	322.32	355.28	392.76	390.22	323.70	398.06	280.10	316.36	337.55	278.60	334.00	283.35	317.02	339.27	289.40
CLUG_04971	288569	118.96	127.21	90.78	122.29	128.47	122.22	109.01	100.81	118.97	221.50	270.55	99.27	125.28	251.21	370.11	106.94	92.57	105.26	95.93	468.78	145.83	151.04	114.02	130.86	315.20	347.01	358.76	358.72	298.00	308.38	313.03	289.42	305.31	271.79	315.18	297.08	202.55	242.21	250.17	261.10	305.52	350.86	386.46	351.66	315.53	389.15	266.22	303.72	332.45	267.39	303.31	257.14	296.45	317.07	275.76
CLUG_04972	290908	111.82	137.33	88.24	135.18	119.36	117.21	121.83	94.56	100.69	223.88	267.61	99.49	128.19	264.54	376.46	101.12	90.45	98.05	80.28	498.17	152.70	144.87	114.04	147.71	326.75	340.49	357.66	341.58	305.74	301.38	302.11	304.18	292.93	290.14	727.82	316.46	241.14	207.72	256.07	267.57	336.13	358.77	380.46	366.36	328.64	407.00	265.39	294.32	311.27	262.21	299.54	253.44	309.90	297.60	279.57
CLUG_04973	291800	113.22	121.15	89.60	123.15	117.98	119.92	110.87	82.69	106.82	209.50	251.45	104.60	120.48	238.69	342.23	103.47	80.77	99.52	86.83	477.32	150.49	130.68	104.10	126.38	310.31	334.38	341.38	334.48	281.90	297.48	285.55	286.82	287.83	267.45	733.22	296.50	247.65	229.74	252.32	258.17	306.05	323.03	371.91	343.46	327.43	408.74	252.02	304.06	308.80	268.31	307.31	253.95	297.69	293.64	274.12
CLUG_04974	295080	108.92	114.21	100.73	121.72	122.92	120.27	118.10	82.24	109.63	205.38	248.40	104.89	124.27	252.65	349.87	97.51	76.32	109.95	83.81	479.37	148.54	122.05	112.20	137.53	305.22	334.46	335.42	351.86	276.89	293.02	283.51	283.71	290.19	266.89	758.19	285.09	243.17	224.59	230.83	255.78	300.22	317.90	369.21	343.29	325.16	401.24	248.21	292.07	313.45	261.71	291.89	241.74	296.32	289.91	265.17
CLUG_04975	297784	106.44	108.85	81.07	112.49	106.68	116.94	104.88	84.05	102.55	189.14	252.29	112.25	111.55	229.50	321.15	83.70	86.63	93.38	86.96	450.86	140.05	119.23	106.38	117.49	293.66	340.05	334.78	335.18	279.71	279.26	268.71	265.08	277.43	268.36	682.77	298.41	252.69	237.10	242.63	246.59	302.99	334.65	372.14	368.62	314.41	392.25	259.49	316.20	314.29	271.85	312.67	252.47	298.44	286.99	273.46
CLUG_04976	299217	120.71	106.39	93.91	116.68	107.54	107.91	113.16	80.20	98.28	208.53	231.88	96.87	104.69	228.23	326.02	106.12	85.48	101.08	72.54	462.17	143.87	127.19	91.91	123.11	323.53	329.41	336.59	338.16	291.68	306.70	277.73	291.17	297.51	261.67	727.39	311.05	284.16	244.07	231.30	246.38	313.61	335.93	383.30	343.32	342.89	411.23	270.93	300.25	337.91	283.21	310.44	258.29	285.96	301.82	280.46
CLUG_04977	300824	112.03	110.39	93.63	115.79	108.15	109.40	97.45	77.65	104.74	204.17	235.72	96.95	118.65	242.72	314.57	91.00	75.45	98.97	80.05	429.61	149.36	133.43	98.88	139.96	286.75	307.77	324.91	332.14	262.01	278.20	265.13	273.52	266.44	247.09	719.00	273.50	234.68	220.68	216.26	246.66	295.51	290.61	340.24	314.19	305.41	367.89	238.47	284.03	289.85	235.65	282.60	233.20	279.80	281.99	245.43
CLUG_04978	302380	102.08	111.36	88.00	109.80	114.72	120.21	104.89	79.98	102.48	210.22	253.74	97.30	104.53	247.41	338.43	93.44	81.67	92.21	86.20	451.28	147.79	122.29	103.81	131.95	274.03	315.37	319.33	322.75	269.64	281.84	270.78	275.81	256.15	248.10	745.28	274.14	223.98	201.42	237.49	253.40	305.98	317.26	365.35	327.47	315.36	393.86	236.56	302.24	299.38	265.88	272.71	240.23	289.09	283.40	282.32
CLUG_04979	304703	110.22	107.08	77.53	118.37	111.58	103.67	110.06	79.29	101.07	195.95	225.52	96.76	109.57	235.09	298.43	95.63	66.38	94.08	75.96	454.25	141.82	120.06	91.42	119.84	288.71	338.66	321.09	342.25	255.59	284.43	279.33	268.70	264.74	270.29	718.35	285.66	267.00	240.02	238.56	269.69	319.03	327.61	375.20	339.21	322.11	403.51	262.61	324.49	319.18	256.78	291.68	248.55	289.45	273.14	286.04
CLUG_04980	305778	100.05	101.89	80.71	106.10	99.49	100.12	101.62	74.39	101.07	198.27	240.85	89.13	112.77	217.67	305.98	87.99	74.39	88.91	78.68	435.72	137.89	128.55	97.41	118.57	291.87	313.45	319.97	324.80	282.00	279.31	272.38	267.37	283.28	270.21	680.41	284.52	309.01	259.00	239.96	251.99	295.36	306.37	334.77	323.95	285.85	386.21	259.62	286.07	305.15	258.78	291.08	243.86	290.87	293.19	249.52
CLUG_04981	308717	90.29	97.95	75.39	100.07	97.54	104.17	92.06	66.84	92.97	179.14	212.22	87.31	99.44	208.51	277.47	77.33	74.03	74.58	76.34	395.53	131.17	112.49	88.40	114.17	262.06	292.79	295.96	300.04	249.42	257.32	243.30	251.53	236.49	241.92	665.87	270.07	243.62	210.07	222.31	238.57	265.48	286.45	346.48	313.64	284.70	377.81	236.00	278.48	294.36	231.27	273.46	235.10	267.17	282.85	243.64
CLUG_04982	310873	115.21	114.54	85.32	118.20	102.34	116.02	102.52	79.75	118.41	200.57	255.76	91.95	106.14	229.29	329.90	95.63	78.67	94.27	77.58	442.36	133.97	130.98	92.62	130.67	303.67	306.08	303.07	342.59	275.78	290.73	285.34	287.19	266.76	264.46	312.69	285.91	252.07	265.57	245.71	250.43	301.81	343.33	372.19	328.12	298.81	360.37	271.92	318.24	315.83	261.37	318.38	252.84	311.12	304.79	272.32
CLUG_04983	310933	115.57	113.14	85.73	116.71	101.31	114.74	101.58	76.25	117.78	198.90	249.34	88.55	103.69	228.91	322.79	92.75	78.73	93.27	75.92	435.45	132.28	128.00	90.74	127.28	304.70	302.90	302.76	344.21	273.62	285.69	282.88	286.79	269.02	260.38	314.40	283.37	245.79	258.73	241.86	247.17	300.12	340.52	371.71	324.43	296.31	361.80	269.85	318.42	311.12	261.85	314.49	252.45	313.56	304.41	271.89
CLUG_04984	312578	103.93	121.01	96.98	124.78	116.23	113.13	108.94	83.95	104.02	196.68	238.42	97.72	119.65	234.48	322.93	95.84	83.57	99.77	83.29	469.80	129.00	125.52	96.06	124.09	296.63	305.00	320.96	324.39	269.46	283.29	285.40	260.37	275.30	246.47	286.56	283.79	188.05	227.13	240.99	258.02	295.25	309.23	356.69	335.77	293.71	374.41	258.43	285.69	308.78	256.07	300.39	242.98	290.21	278.07	267.89
CLUG_04985	314240	102.33	100.50	81.48	105.98	103.22	98.82	102.97	74.04	88.73	186.31	224.71	80.76	105.67	221.21	297.80	82.52	69.51	92.95	80.86	414.74	132.62	111.49	91.16	114.87	276.46	311.50	309.88	319.01	257.38	277.45	258.38	253.70	261.23	255.02	279.64	287.98	238.93	260.30	242.75	247.26	298.34	312.68	367.19	314.50	280.36	349.84	256.10	286.72	308.31	261.47	295.72	248.99	289.27	277.99	260.88
CLUG_04986	316867	99.64	102.13	60.40	110.57	102.21	108.20	107.48	74.57	105.81	193.07	217.57	82.75	122.36	207.06	298.42	80.64	71.12	91.55	78.33	409.35	136.96	128.24	89.33	124.86	283.42	285.36	290.17	318.73	269.65	253.44	247.09	258.81	221.19	252.66	266.54	259.84	200.36	229.14	220.09	240.58	275.56	302.70	340.95	274.54	276.57	335.08	253.41	269.48	279.42	237.69	262.55	244.48	271.37	270.97	242.41
CLUG_04987	316884	96.70	99.96	64.41	103.26	93.01	107.98	99.04	74.81	100.05	192.40	215.51	88.34	118.04	202.90	295.86	74.58	74.15	92.95	78.33	421.84	136.40	130.28	88.33	125.46	272.63	281.66	286.58	311.63	263.97	256.09	252.02	259.86	223.54	239.90	265.62	257.63	194.15	219.71	214.30	238.29	270.22	302.41	337.94	278.99	259.44	340.67	241.25	264.15	271.89	237.13	258.89	237.95	268.85	266.57	234.81
CLUG_04988	317439	105.99	118.46	94.29	114.96	107.34	116.11	105.35	83.82	104.26	201.66	242.94	91.95	117.25	239.84	345.79	93.15	81.87	99.04	82.38	466.63	141.99	129.28	105.32	125.35	280.77	315.95	310.06	333.91	274.69	287.16	261.05	267.39	258.75	258.45	289.68	303.57	217.67	227.57	230.36	256.32	301.17	316.23	373.96	333.65	303.18	368.27	252.38	304.58	315.95	260.42	297.22	253.25	295.16	292.42	270.88
CLUG_04989	323289	98.11	107.67	91.74	114.95	105.10	104.08	103.48	77.97	94.06	196.76	231.04	89.79	109.41	233.36	319.20	89.67	76.50	93.75	78.10	434.92	137.73	119.88	96.43	123.79	266.55	292.24	290.64	323.54	265.47	268.52	251.81	253.71	255.14	249.37	281.48	280.82	200.33	216.70	226.17	242.18	286.22	307.81	349.30	316.77	279.13	359.17	247.59	289.87	297.78	251.60	286.12	244.17	280.22	277.71	265.33
CLUG_04990	330304	95.48	108.42	81.45	94.98	102.95	105.29	101.36	66.50	96.79	178.62	203.71	85.92	100.61	218.89	279.83	79.79	74.74	95.90	70.49	402.85	118.88	113.98	86.06	106.60	231.51	281.82	261.03	314.09	247.62	259.97	240.14	251.48	250.49	230.36	260.69	269.67	199.02	203.12	219.31	233.70	284.67	303.05	338.72	299.62	272.54	339.34	230.28	276.12	290.47	238.07	270.28	238.55	287.67	263.44	255.29
CLUG_04991	332866	107.19	103.15	87.13	101.92	107.11	109.64	103.65	83.65	95.27	201.46	236.87	90.45	112.30	244.07	322.99	98.30	79.31	95.51	82.16	434.52	143.53	120.35	92.33	119.13	266.46	297.39	294.84	312.01	267.87	284.93	256.33	252.71	253.75	252.37	266.88	269.68	196.42	214.38	242.20	245.64	298.57	304.69	352.56	332.86	297.28	359.38	235.02	296.11	309.70	249.00	288.69	230.65	283.34	283.65	266.59
CLUG_04992	336441	98.18	110.23	80.69	111.29	111.90	115.43	104.22	73.92	102.09	205.42	226.88	93.47	107.57	227.73	323.85	91.22	79.94	92.31	80.50	440.16	133.43	120.46	92.23	129.32	265.49	281.86	289.02	325.81	262.46	272.24	250.39	243.01	249.58	258.75	274.28	300.75	205.22	207.09	231.51	251.20	286.15	312.21	363.49	336.85	281.75	356.66	252.72	290.72	306.09	249.68	285.40	244.37	278.21	272.10	266.90
CLUG_04993	339231	90.23	97.34	79.42	94.22	101.53	98.55	107.94	61.69	87.88	174.33	219.19	93.35	95.13	211.18	293.67	90.88	74.50	99.91	75.31	406.35	121.80	111.26	81.45	110.02	256.41	294.98	280.06	303.74	234.06	252.25	237.01	214.38	232.14	225.79	259.09	273.20	173.73	185.35	212.41	224.57	265.01	301.73	340.35	302.60	274.78	333.71	231.90	276.28	292.65	231.84	261.73	226.34	265.19	246.00	255.92
CLUG_04994	340741	98.88	108.35	86.88	109.18	103.71	104.68	103.14	67.48	90.70	193.46	226.13	87.66	107.50	225.41	308.51	87.99	73.87	94.07	77.65	433.04	122.26	120.03	95.78	124.26	265.48	282.18	292.25	309.75	257.09	270.68	246.56	240.32	245.16	247.09	269.85	278.04	183.72	198.03	220.25	235.77	279.85	293.52	332.57	308.27	280.63	334.88	230.18	276.59	292.03	242.55	273.18	234.34	275.88	267.90	259.94
CLUG_04995	346796	67.78	72.20	68.48	79.13	84.45	91.33	87.49	61.77	83.03	158.00	186.38	76.95	92.22	178.45	231.75	63.55	58.96	71.29	62.63	343.72	104.68	100.32	84.52	92.97	240.86	255.30	259.63	281.57	231.69	250.03	216.05	213.43	211.84	219.19	240.60	252.35	217.98	219.07	198.56	214.55	239.53	262.76	282.87	263.25	256.81	315.69	217.49	237.20	254.61	209.86	241.38	210.73	268.35	242.26	210.23
CLUG_04996	346850	66.15	71.47	67.11	78.12	82.91	90.36	86.43	61.95	81.78	156.30	182.47	76.35	91.33	176.25	227.56	62.16	57.99	70.26	61.63	338.94	103.26	99.43	83.39	93.38	239.36	251.80	258.53	279.82	230.03	247.24	214.99	212.53	208.95	217.51	237.22	249.40	214.93	216.72	194.78	212.11	235.03	258.10	278.04	259.69	255.08	313.25	215.53	233.77	251.01	206.83	238.09	208.29	265.32	239.01	206.90
CLUG_04997	349167	111.27	105.54	84.00	97.25	96.04	128.66	98.11	72.13	96.81	196.99	225.77	86.71	101.43	219.89	309.95	85.17	71.97	92.87	80.90	438.04	139.02	126.68	101.48	119.20	264.70	295.32	301.53	309.81	264.16	281.66	245.76	250.17	259.13	255.33	279.08	292.27	219.42	239.83	202.91	232.98	274.89	304.82	348.18	302.93	289.61	350.71	232.18	266.00	304.25	245.99	285.04	223.54	280.19	280.74	254.08
CLUG_04998	350909	103.18	110.49	86.86	115.09	104.55	114.14	100.34	70.46	96.20	202.24	242.56	96.69	113.10	238.67	302.37	95.72	72.97	92.67	79.63	428.07	118.17	129.55	83.75	130.28	266.61	295.15	282.60	316.11	240.31	272.02	247.88	222.80	233.48	224.12	261.34	266.47	204.86	195.08	220.21	237.81	259.65	307.27	342.79	320.97	275.76	335.71	234.57	301.25	304.75	260.85	291.76	241.22	278.22	292.56	252.65
CLUG_04999	351053	99.26	106.32	86.72	112.70	104.88	114.86	97.29	69.67	97.77	198.09	241.95	95.89	114.89	231.92	296.72	95.46	71.99	97.86	79.15	418.69	117.38	125.65	81.90	135.05	270.96	291.30	280.62	320.99	241.91	264.74	242.05	226.55	236.73	227.87	255.07	267.58	210.17	197.33	224.26	234.91	258.33	304.53	341.01	319.31	270.87	337.98	234.74	306.35	303.08	259.24	291.85	242.22	280.43	293.18	247.49
CLUG_05000	352135	94.54	89.12	75.52	94.90	94.95	105.88	85.40	67.55	88.15	177.11	214.10	92.43	102.01	203.64	267.10	68.28	68.06	87.83	69.84	411.63	129.79	110.71	92.37	110.35	262.24	288.15	281.56	312.71	260.85	266.05	242.11	240.98	257.16	237.97	268.79	266.36	239.91	254.14	234.06	244.85	281.40	290.30	341.33	317.58	294.37	357.98	251.19	271.61	280.33	255.26	284.80	242.63	275.07	288.42	248.35
CLUG_05001	353588	95.63	110.09	78.37	91.90	97.31	108.58	102.01	72.45	96.75	180.78	202.59	79.07	95.10	217.37	310.94	80.20	56.05	84.17	73.74	426.14	136.57	114.14	97.49	118.44	255.37	286.56	274.77	301.17	242.11	270.93	238.88	234.51	249.38	247.11	260.40	269.15	208.55	257.95	189.48	238.91	244.07	282.90	325.68	306.10	281.15	335.97	215.32	268.05	305.08	237.77	259.46	223.04	271.88	260.43	235.62
CLUG_05002	355269	97.61	101.48	86.80	104.79	108.09	104.96	95.01	70.02	94.20	184.94	226.26	88.39	119.24	222.01	307.58	85.60	75.62	89.27	72.78	434.23	125.70	112.04	99.75	115.99	243.18	270.84	285.93	300.06	249.12	246.13	244.91	221.64	231.58	223.27	271.85	277.72	186.51	199.17	216.08	221.02	279.33	295.39	316.61	289.42	263.75	325.11	230.26	281.66	282.04	242.95	264.01	224.61	266.84	261.33	250.77
CLUG_05003	357509	97.36	106.76	84.65	103.02	103.44	111.53	96.98	73.30	93.53	188.93	224.13	84.04	106.23	217.48	311.57	88.34	74.34	98.21	74.36	435.04	127.61	108.59	90.15	119.92	261.25	279.63	292.33	322.64	257.64	279.46	245.71	236.16	250.75	239.87	276.41	293.13	201.03	214.96	213.76	226.55	263.82	294.36	334.99	297.29	276.11	351.43	220.79	273.85	297.06	235.03	257.21	227.96	267.03	265.69	262.36
CLUG_05004	361069	92.18	106.84	73.61	102.87	95.51	108.92	96.40	71.96	92.35	176.91	239.55	82.79	95.49	227.40	299.88	86.37	80.70	82.49	83.92	439.82	126.26	116.49	88.14	118.42	270.71	270.52	289.75	318.77	255.08	283.54	238.83	214.45	244.16	225.45	278.15	278.68	198.24	225.90	223.06	218.35	260.59	292.48	352.94	294.11	272.87	342.98	238.75	270.09	280.55	251.56	260.25	228.74	264.27	264.28	252.71
CLUG_05005	363279	104.03	107.16	78.83	105.12	108.22	118.07	100.14	79.31	92.32	173.81	230.65	94.17	97.65	223.37	297.42	87.41	71.74	93.65	73.06	428.34	129.86	115.20	92.17	112.18	273.99	264.30	276.60	287.88	264.32	270.67	233.94	229.40	248.20	246.39	263.57	274.76	203.11	207.79	214.89	232.16	269.12	309.70	351.14	311.68	302.28	343.97	230.00	278.79	308.15	245.59	253.03	240.78	255.62	262.10	268.03
CLUG_05006	365044	96.86	114.39	79.12	113.71	105.63	113.10	101.48	77.34	93.60	176.98	238.49	85.52	106.08	225.60	304.85	99.10	74.42	95.73	81.95	439.50	111.01	120.35	93.40	121.11	265.24	275.50	287.18	305.19	248.67	282.96	261.33	241.26	250.45	248.91	254.15	295.51	191.70	195.03	215.27	225.56	248.13	269.07	334.42	294.96	289.02	322.93	244.34	262.96	261.48	237.28	257.86	235.60	261.70	268.33	248.37
CLUG_05007	366831	93.07	109.09	76.40	100.45	99.92	100.96	91.50	66.33	82.10	170.00	202.79	80.72	95.69	213.00	290.79	86.14	69.78	83.25	76.00	409.38	116.85	108.96	96.76	108.14	238.97	257.37	274.77	288.08	247.96	253.40	233.69	221.70	232.43	225.93	237.14	256.34	168.70	184.96	199.68	206.96	260.16	279.83	313.85	294.14	265.97	316.43	231.84	262.98	274.45	225.50	268.90	204.20	237.97	228.06	245.16
CLUG_05008	369526	97.27	107.69	77.64	106.48	102.91	108.78	101.23	70.72	94.12	186.68	240.82	84.41	108.47	228.34	314.13	92.30	73.55	88.11	78.76	430.56	130.22	119.33	87.03	119.05	255.52	274.41	289.11	308.16	240.23	268.63	250.39	231.58	257.94	226.82	250.17	273.20	207.19	200.78	198.86	224.75	259.86	280.29	322.75	292.52	287.53	332.14	214.62	261.90	279.12	231.98	268.59	215.98	265.36	247.81	249.07
CLUG_05009	372102	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	119.81	1.23	0.00	0.00	1.34	0.00	0.00	0.16	0.00	0.00	0.10	0.00	0.68	0.00	0.00	195.06	204.45	236.35	256.10	289.88	265.30	0.00	0.10	202.34	231.24	244.19	212.32	243.64	212.85	0.00	0.00	222.14
CLUG_05010	374855	101.26	98.62	93.26	106.02	96.82	108.30	102.36	75.71	99.35	187.37	242.37	93.21	97.87	223.74	312.00	87.08	82.34	96.29	81.39	433.43	130.15	122.23	97.52	112.79	256.83	273.06	281.58	308.98	253.47	262.76	251.34	236.03	252.65	232.76	272.89	272.54	179.03	192.88	218.81	223.30	252.21	299.42	331.45	296.54	270.20	348.11	228.09	269.38	277.89	240.68	265.76	230.63	256.91	253.64	251.59
