STRAIN,READ,PAIR1_CHR,PAIR1_POSITION,PAIR2_CHR,PAIR2_POSITION
A19.S3B,NS500350:130:H7FJNBGXX:2:13104:6693:18404,Supercontig_1.6,726766,Supercontig_1.6,686711
A19.S3B,NS500350:130:H7FJNBGXX:2:13312:20988:8111,Supercontig_1.6,726766,Supercontig_1.6,686855
A19.S3B,NS500350:130:H7FJNBGXX:2:21103:13591:7490,Supercontig_1.6,726766,Supercontig_1.6,686670
A19.S3B,NS500350:130:H7FJNBGXX:2:22302:14646:2908,Supercontig_1.6,726766,Supercontig_1.6,686837
A19.S3B,NS500350:130:H7FJNBGXX:2:23207:23180:7728,Supercontig_1.6,726766,Supercontig_1.6,686910
A19.S3B,NS500350:130:H7FJNBGXX:3:11406:16629:12389,Supercontig_1.6,726766,Supercontig_1.6,686894
A19.S3B,NS500350:130:H7FJNBGXX:3:11610:10084:12085,Supercontig_1.6,726766,Supercontig_1.6,686754
A19.S3B,NS500350:130:H7FJNBGXX:3:12405:25858:10900,Supercontig_1.6,726766,Supercontig_1.6,686670
A19.S3B,NS500350:130:H7FJNBGXX:3:12407:26216:13935,Supercontig_1.6,726766,Supercontig_1.6,686929
A19.S3B,NS500350:130:H7FJNBGXX:3:12608:3227:1984,Supercontig_1.6,726766,Supercontig_1.6,686833
A19.S3B,NS500350:130:H7FJNBGXX:3:12609:10074:19774,Supercontig_1.6,726766,Supercontig_1.6,686836
A19.S3B,NS500350:130:H7FJNBGXX:3:13501:1929:2366,Supercontig_1.6,726766,Supercontig_1.6,686858
A19.S3B,NS500350:130:H7FJNBGXX:3:13607:11254:2270,Supercontig_1.6,726766,Supercontig_1.6,686827
A19.S3B,NS500350:130:H7FJNBGXX:3:22406:24190:5064,Supercontig_1.6,726766,Supercontig_1.6,686891
A19.S3B,NS500350:130:H7FJNBGXX:3:23411:25314:14717,Supercontig_1.6,726766,Supercontig_1.6,686887
A19.S3B,NS500350:130:H7FJNBGXX:4:11609:14633:5709,Supercontig_1.6,726766,Supercontig_1.6,686910
A19.S3B,NS500350:130:H7FJNBGXX:4:13408:13929:5118,Supercontig_1.6,726766,Supercontig_1.6,686789
A19.S3B,NS500350:130:H7FJNBGXX:4:13508:14488:6218,Supercontig_1.6,726766,Supercontig_1.6,686813
A19.S3B,NS500350:130:H7FJNBGXX:4:21602:4356:15044,Supercontig_1.6,726766,Supercontig_1.6,686913
A19.S3B,NS500350:130:H7FJNBGXX:4:22402:18329:10211,Supercontig_1.6,726766,Supercontig_1.6,686833
A19.S3B,NS500350:130:H7FJNBGXX:4:22507:15230:16106,Supercontig_1.6,726766,Supercontig_1.6,686864
A19.S3B,NS500350:130:H7FJNBGXX:4:23506:7511:15981,Supercontig_1.6,726766,Supercontig_1.6,686833
A19.S3B,NS500350:127:H7FHLBGXX:2:23308:2846:4987,Supercontig_1.6,726772,Supercontig_1.6,686848
A19.S3B,NS500350:130:H7FJNBGXX:4:23508:19766:9785,Supercontig_1.6,727310,Supercontig_1.3,1810046
B28.13UM,NS500537:44:HWF7VBGXX:4:12401:13935:13719,Supercontig_1.6,727238,Supercontig_1.4,698077
A20.S1E,NS500350:127:H7FHLBGXX:3:22612:18974:1393,Supercontig_1.6,726766,Supercontig_1.6,686910
A20.S1E,NS500350:127:H7FHLBGXX:3:23605:14254:12594,Supercontig_1.6,726766,Supercontig_1.6,686929
A20.S1E,NS500350:127:H7FHLBGXX:4:12408:11731:2639,Supercontig_1.6,726766,Supercontig_1.6,686904
A20.S1E,NS500350:127:H7FHLBGXX:1:12201:20770:14390,Supercontig_1.6,726766,Supercontig_1.6,686869
A20.S1E,NS500350:127:H7FHLBGXX:1:13201:1073:3925,Supercontig_1.6,726766,Supercontig_1.6,686880
A20.S1E,NS500350:127:H7FHLBGXX:1:13303:13606:9198,Supercontig_1.6,726766,Supercontig_1.6,686877
A20.S1E,NS500350:127:H7FHLBGXX:1:21202:12428:10147,Supercontig_1.6,726766,Supercontig_1.6,686893
A20.S1E,NS500350:127:H7FHLBGXX:1:21204:16154:12761,Supercontig_1.6,726766,Supercontig_1.6,686775
A20.S1E,NS500350:127:H7FHLBGXX:1:21303:14691:19076,Supercontig_1.6,726766,Supercontig_1.6,686740
A20.S1E,NS500350:127:H7FHLBGXX:1:22211:9218:3653,Supercontig_1.6,726766,Supercontig_1.6,686787
A20.S1E,NS500350:127:H7FHLBGXX:1:23105:15251:10567,Supercontig_1.6,726766,Supercontig_1.6,686801
A20.S1E,NS500350:127:H7FHLBGXX:2:11211:12753:2935,Supercontig_1.6,726766,Supercontig_1.6,686878
A20.S1E,NS500350:127:H7FHLBGXX:2:13303:17807:16160,Supercontig_1.6,726766,Supercontig_1.6,686816
A20.S1E,NS500350:127:H7FHLBGXX:2:22109:9430:7462,Supercontig_1.6,726766,Supercontig_1.6,686803
A20.S1E,NS500350:127:H7FHLBGXX:2:23305:15145:7294,Supercontig_1.6,726766,Supercontig_1.6,686834
A20.S1E,NS500350:127:H7FHLBGXX:2:23307:3615:15448,Supercontig_1.6,726766,Supercontig_1.6,686904
A20.S1E,NS500350:127:H7FHLBGXX:3:12403:11300:17906,Supercontig_1.6,726766,Supercontig_1.6,686683
A20.S1E,NS500350:127:H7FHLBGXX:3:13402:24537:19167,Supercontig_1.6,726766,Supercontig_1.6,686862
A20.S1E,NS500350:127:H7FHLBGXX:3:13509:16798:6954,Supercontig_1.6,726766,Supercontig_1.6,686803
A20.S1E,NS500350:127:H7FHLBGXX:3:13604:26804:6650,Supercontig_1.6,726766,Supercontig_1.6,686885
A20.S1E,NS500350:127:H7FHLBGXX:3:13605:1122:6650,Supercontig_1.6,726766,Supercontig_1.6,686885
A20.S1E,NS500350:127:H7FHLBGXX:3:22409:26090:4502,Supercontig_1.6,726766,Supercontig_1.6,686837
A20.S1E,NS500350:127:H7FHLBGXX:3:22501:14969:15092,Supercontig_1.6,726766,Supercontig_1.6,686811
A20.S1E,NS500350:127:H7FHLBGXX:3:22503:10821:11105,Supercontig_1.6,726766,Supercontig_1.6,686845
A20.S1E,NS500350:127:H7FHLBGXX:3:22612:18974:1393,Supercontig_1.6,726766,Supercontig_1.6,686898
A20.S1E,NS500350:127:H7FHLBGXX:3:23605:14254:12594,Supercontig_1.6,726766,Supercontig_1.6,686931
A20.S1E,NS500350:127:H7FHLBGXX:4:11406:18055:19581,Supercontig_1.6,726766,Supercontig_1.6,686712
A20.S1E,NS500350:127:H7FHLBGXX:4:11408:4243:14005,Supercontig_1.6,726766,Supercontig_1.6,686877
A20.S1E,NS500350:127:H7FHLBGXX:4:12408:11731:2639,Supercontig_1.6,726766,Supercontig_1.6,686881
A20.S1E,NS500350:127:H7FHLBGXX:4:12411:9853:6271,Supercontig_1.6,726766,Supercontig_1.6,686914
A20.S1E,NS500350:127:H7FHLBGXX:4:12601:10000:2930,Supercontig_1.6,726766,Supercontig_1.6,686875
A20.S1E,NS500350:127:H7FHLBGXX:4:13503:12238:10672,Supercontig_1.6,726766,Supercontig_1.6,686701
A20.S1E,NS500350:127:H7FHLBGXX:4:13505:20196:15230,Supercontig_1.6,726766,Supercontig_1.6,686889
A20.S1E,NS500350:127:H7FHLBGXX:4:13610:11440:20190,Supercontig_1.6,726766,Supercontig_1.6,686694
A20.S1E,NS500350:127:H7FHLBGXX:4:21412:25944:11896,Supercontig_1.6,726766,Supercontig_1.6,686771
A20.S1E,NS500350:127:H7FHLBGXX:4:22402:11027:1869,Supercontig_1.6,726766,Supercontig_1.6,686892
A20.S1E,NS500350:127:H7FHLBGXX:4:22402:4355:17788,Supercontig_1.6,726766,Supercontig_1.6,686893
A20.S1E,NS500350:127:H7FHLBGXX:4:22509:13665:5424,Supercontig_1.6,726766,Supercontig_1.6,686793
A20.S1E,NS500350:127:H7FHLBGXX:4:23408:11351:8325,Supercontig_1.6,726766,Supercontig_1.6,686884
A20.S1E,NS500350:127:H7FHLBGXX:3:13605:1122:6650,Supercontig_1.6,726770,Supercontig_1.6,686888
A5.U10D,NS500350:127:H7FHLBGXX:2:22203:10552:10252,Supercontig_1.6,726766,Supercontig_1.6,686912
A5.U10D,NS500350:127:H7FHLBGXX:1:11101:16956:1810,Supercontig_1.6,726766,Supercontig_1.6,686863
A5.U10D,NS500350:127:H7FHLBGXX:1:11107:18533:8833,Supercontig_1.6,726766,Supercontig_1.6,686813
A5.U10D,NS500350:127:H7FHLBGXX:1:11304:4755:4900,Supercontig_1.6,726766,Supercontig_1.6,686810
A5.U10D,NS500350:127:H7FHLBGXX:1:13111:19084:8782,Supercontig_1.6,726766,Supercontig_1.6,686833
A5.U10D,NS500350:127:H7FHLBGXX:1:21108:25006:17657,Supercontig_1.6,726766,Supercontig_1.6,686738
A5.U10D,NS500350:127:H7FHLBGXX:1:21306:20030:17737,Supercontig_1.6,726766,Supercontig_1.6,686871
A5.U10D,NS500350:127:H7FHLBGXX:2:11307:4807:2458,Supercontig_1.6,726766,Supercontig_1.6,686896
A5.U10D,NS500350:127:H7FHLBGXX:2:11311:16982:6184,Supercontig_1.6,726766,Supercontig_1.6,686729
A5.U10D,NS500350:127:H7FHLBGXX:2:12307:9348:18569,Supercontig_1.6,726766,Supercontig_1.6,686881
A5.U10D,NS500350:127:H7FHLBGXX:2:13204:11825:8124,Supercontig_1.6,726766,Supercontig_1.6,686786
A5.U10D,NS500350:127:H7FHLBGXX:2:13301:7664:6652,Supercontig_1.6,726766,Supercontig_1.6,686833
A5.U10D,NS500350:127:H7FHLBGXX:2:13306:18158:10644,Supercontig_1.6,726766,Supercontig_1.6,686743
A5.U10D,NS500350:127:H7FHLBGXX:2:22101:11849:3337,Supercontig_1.6,726766,Supercontig_1.6,686790
A5.U10D,NS500350:127:H7FHLBGXX:2:22203:10552:10252,Supercontig_1.6,726766,Supercontig_1.6,686909
A5.U10D,NS500350:127:H7FHLBGXX:2:22301:20828:1320,Supercontig_1.6,726766,Supercontig_1.6,686882
A5.U10D,NS500350:127:H7FHLBGXX:2:22302:6726:3862,Supercontig_1.6,726766,Supercontig_1.6,686726
A5.U10D,NS500350:127:H7FHLBGXX:2:22309:6261:17417,Supercontig_1.6,726766,Supercontig_1.6,686833
A5.U10D,NS500350:127:H7FHLBGXX:3:11510:11810:4012,Supercontig_1.6,726766,Supercontig_1.6,686675
A5.U10D,NS500350:127:H7FHLBGXX:3:11602:16407:20122,Supercontig_1.6,726766,Supercontig_1.6,686808
A5.U10D,NS500350:127:H7FHLBGXX:3:11608:7668:19803,Supercontig_1.6,726766,Supercontig_1.6,686761
A5.U10D,NS500350:127:H7FHLBGXX:3:11608:9498:3570,Supercontig_1.6,726766,Supercontig_1.6,686811
A5.U10D,NS500350:127:H7FHLBGXX:3:13601:10767:5397,Supercontig_1.6,726766,Supercontig_1.6,686739
A5.U10D,NS500350:127:H7FHLBGXX:3:21509:4131:17869,Supercontig_1.6,726766,Supercontig_1.6,686830
A5.U10D,NS500350:127:H7FHLBGXX:3:21611:3150:16337,Supercontig_1.6,726766,Supercontig_1.6,686853
A5.U10D,NS500350:127:H7FHLBGXX:3:23509:6196:3750,Supercontig_1.6,726766,Supercontig_1.6,686915
A5.U10D,NS500350:127:H7FHLBGXX:4:11403:16556:9148,Supercontig_1.6,726766,Supercontig_1.6,686882
A5.U10D,NS500350:127:H7FHLBGXX:4:11602:6310:13036,Supercontig_1.6,726766,Supercontig_1.6,686850
A5.U10D,NS500350:127:H7FHLBGXX:4:12508:1744:2336,Supercontig_1.6,726766,Supercontig_1.6,686886
A5.U10D,NS500350:127:H7FHLBGXX:4:13508:24963:7870,Supercontig_1.6,726766,Supercontig_1.6,686816
A5.U10D,NS500350:127:H7FHLBGXX:4:13611:8726:1091,Supercontig_1.6,726766,Supercontig_1.6,686887
A5.U10D,NS500350:127:H7FHLBGXX:2:23102:18884:10148,Supercontig_1.6,726767,Supercontig_1.6,686874
A24.SputuP,NS500350:127:H7FHLBGXX:1:11201:4654:6949,Supercontig_1.6,726766,Supercontig_1.6,686906
A24.SputuP,NS500350:127:H7FHLBGXX:1:11201:4654:6949,Supercontig_1.6,726766,Supercontig_1.6,686888
A24.SputuP,NS500350:127:H7FHLBGXX:1:11304:15201:14586,Supercontig_1.6,726766,Supercontig_1.6,686883
A24.SputuP,NS500350:127:H7FHLBGXX:1:11307:14770:8885,Supercontig_1.6,726766,Supercontig_1.6,686718
A24.SputuP,NS500350:127:H7FHLBGXX:1:12112:21791:7217,Supercontig_1.6,726766,Supercontig_1.6,686849
A24.SputuP,NS500350:127:H7FHLBGXX:1:21103:4982:3039,Supercontig_1.6,726766,Supercontig_1.6,686798
A24.SputuP,NS500350:127:H7FHLBGXX:1:23204:14476:10895,Supercontig_1.6,726766,Supercontig_1.6,686758
A24.SputuP,NS500350:127:H7FHLBGXX:1:23206:16043:10173,Supercontig_1.6,726766,Supercontig_1.6,686760
A24.SputuP,NS500350:127:H7FHLBGXX:2:11208:15315:6894,Supercontig_1.6,726766,Supercontig_1.6,686774
A24.SputuP,NS500350:127:H7FHLBGXX:2:12111:25481:4543,Supercontig_1.6,726766,Supercontig_1.6,686833
A24.SputuP,NS500350:127:H7FHLBGXX:2:12210:7983:8040,Supercontig_1.6,726766,Supercontig_1.6,686805
A24.SputuP,NS500350:127:H7FHLBGXX:2:12308:21564:10225,Supercontig_1.6,726766,Supercontig_1.6,686795
A24.SputuP,NS500350:127:H7FHLBGXX:2:21202:20233:13217,Supercontig_1.6,726766,Supercontig_1.6,686789
A24.SputuP,NS500350:127:H7FHLBGXX:2:22301:17224:8428,Supercontig_1.6,726766,Supercontig_1.6,686833
A24.SputuP,NS500350:127:H7FHLBGXX:2:23109:7120:15282,Supercontig_1.6,726766,Supercontig_1.6,686721
A24.SputuP,NS500350:127:H7FHLBGXX:3:12411:2448:6382,Supercontig_1.6,726766,Supercontig_1.6,686873
A24.SputuP,NS500350:127:H7FHLBGXX:3:13602:14479:10345,Supercontig_1.6,726766,Supercontig_1.6,686914
A24.SputuP,NS500350:127:H7FHLBGXX:3:13605:22623:16573,Supercontig_1.6,726766,Supercontig_1.6,686804
A24.SputuP,NS500350:127:H7FHLBGXX:3:21404:15366:12247,Supercontig_1.6,726766,Supercontig_1.6,686773
A24.SputuP,NS500350:127:H7FHLBGXX:3:22506:21750:6414,Supercontig_1.6,726766,Supercontig_1.6,686802
A24.SputuP,NS500350:127:H7FHLBGXX:3:22608:1571:8137,Supercontig_1.6,726766,Supercontig_1.6,686833
A24.SputuP,NS500350:127:H7FHLBGXX:3:23611:18634:5805,Supercontig_1.6,726766,Supercontig_1.6,686783
A24.SputuP,NS500350:127:H7FHLBGXX:4:12503:7652:10262,Supercontig_1.6,726766,Supercontig_1.6,686762
A24.SputuP,NS500350:127:H7FHLBGXX:4:22411:16120:4281,Supercontig_1.6,726766,Supercontig_1.6,686807
A24.SputuP,NS500350:127:H7FHLBGXX:3:12509:12514:13683,Supercontig_1.6,726771,Supercontig_1.6,686728
C31.13MP,NS500537:44:HWF7VBGXX:4:21505:10515:19403,Supercontig_1.6,726482,Supercontig_1.3,206194
C31.13MP,NS500537:44:HWF7VBGXX:4:12402:21683:9029,Supercontig_1.6,727380,Supercontig_1.3,257096
B17.1311G,NS500537:44:HWF7VBGXX:2:21106:14437:4249,Supercontig_1.6,726545,Supercontig_1.2,1884933
ATCC42720,NS500350:127:H7FHLBGXX:2:11102:21716:14585,Supercontig_1.6,727061,Supercontig_1.2,2027334
C6.9L3,NS500537:44:HWF7VBGXX:4:11606:6155:12338,Supercontig_1.6,727204,Supercontig_1.5,1380221
C4.9L1,NS500537:44:HWF7VBGXX:3:11503:26140:1240,Supercontig_1.6,726894,Supercontig_1.2,1945279
A7.U3E,NS500350:127:H7FHLBGXX:1:23303:25893:1727,Supercontig_1.6,726766,Supercontig_1.6,686905
C9.9M2,NS500537:44:HWF7VBGXX:2:23312:14613:5957,Supercontig_1.6,726612,Supercontig_1.1,2353515
A18.S4H,NS500350:127:H7FHLBGXX:1:11305:21689:8853,Supercontig_1.6,726766,Supercontig_1.6,686918
A18.S4H,NS500350:127:H7FHLBGXX:1:11307:2152:13634,Supercontig_1.6,726766,Supercontig_1.6,686900
A18.S4H,NS500350:127:H7FHLBGXX:2:23307:18940:16669,Supercontig_1.6,726766,Supercontig_1.6,686910
A18.S4H,NS500350:127:H7FHLBGXX:2:23311:15301:8720,Supercontig_1.6,726766,Supercontig_1.6,686901
A18.S4H,NS500350:127:H7FHLBGXX:3:12405:15632:18346,Supercontig_1.6,726766,Supercontig_1.6,686910
A18.S4H,NS500350:127:H7FHLBGXX:4:13608:19268:10842,Supercontig_1.6,726766,Supercontig_1.6,686891
A18.S4H,NS500350:127:H7FHLBGXX:4:23502:7963:16032,Supercontig_1.6,726766,Supercontig_1.6,686912
A18.S4H,NS500350:127:H7FHLBGXX:1:11110:21106:6955,Supercontig_1.6,726766,Supercontig_1.6,686779
A18.S4H,NS500350:127:H7FHLBGXX:1:11305:21689:8853,Supercontig_1.6,726766,Supercontig_1.6,686918
A18.S4H,NS500350:127:H7FHLBGXX:1:12101:19952:3961,Supercontig_1.6,726766,Supercontig_1.6,686875
A18.S4H,NS500350:127:H7FHLBGXX:1:12102:14031:18639,Supercontig_1.6,726766,Supercontig_1.6,686813
A18.S4H,NS500350:127:H7FHLBGXX:1:22106:6242:6063,Supercontig_1.6,726766,Supercontig_1.6,686912
A18.S4H,NS500350:127:H7FHLBGXX:1:22207:6494:9947,Supercontig_1.6,726766,Supercontig_1.6,686677
A18.S4H,NS500350:127:H7FHLBGXX:1:22307:2248:13427,Supercontig_1.6,726766,Supercontig_1.6,686814
A18.S4H,NS500350:127:H7FHLBGXX:1:23205:8419:12346,Supercontig_1.6,726766,Supercontig_1.6,686816
A18.S4H,NS500350:127:H7FHLBGXX:1:23207:5374:10422,Supercontig_1.6,726766,Supercontig_1.6,686833
A18.S4H,NS500350:127:H7FHLBGXX:1:23311:4669:18519,Supercontig_1.6,726766,Supercontig_1.6,686842
A18.S4H,NS500350:127:H7FHLBGXX:2:12210:2542:8595,Supercontig_1.6,726766,Supercontig_1.6,686843
A18.S4H,NS500350:127:H7FHLBGXX:2:13207:11272:2476,Supercontig_1.6,726766,Supercontig_1.6,686865
A18.S4H,NS500350:127:H7FHLBGXX:2:23307:18940:16669,Supercontig_1.6,726766,Supercontig_1.6,686882
A18.S4H,NS500350:127:H7FHLBGXX:2:23311:15301:8720,Supercontig_1.6,726766,Supercontig_1.6,686881
A18.S4H,NS500350:127:H7FHLBGXX:3:11512:20215:4979,Supercontig_1.6,726766,Supercontig_1.6,686862
A18.S4H,NS500350:127:H7FHLBGXX:3:12405:15632:18346,Supercontig_1.6,726766,Supercontig_1.6,686894
A18.S4H,NS500350:127:H7FHLBGXX:3:12501:26757:9171,Supercontig_1.6,726766,Supercontig_1.6,686909
A18.S4H,NS500350:127:H7FHLBGXX:3:12502:9459:19050,Supercontig_1.6,726766,Supercontig_1.6,686789
A18.S4H,NS500350:127:H7FHLBGXX:3:12506:13940:2763,Supercontig_1.6,726766,Supercontig_1.6,686889
A18.S4H,NS500350:127:H7FHLBGXX:3:21404:5907:11485,Supercontig_1.6,726766,Supercontig_1.6,686850
A18.S4H,NS500350:127:H7FHLBGXX:3:21410:4190:7139,Supercontig_1.6,726766,Supercontig_1.6,686552
A18.S4H,NS500350:127:H7FHLBGXX:3:22412:25512:9531,Supercontig_1.6,726766,Supercontig_1.6,686754
A18.S4H,NS500350:127:H7FHLBGXX:3:23408:24628:13264,Supercontig_1.6,726766,Supercontig_1.6,686863
A18.S4H,NS500350:127:H7FHLBGXX:4:11403:10324:6379,Supercontig_1.6,726766,Supercontig_1.6,686790
A18.S4H,NS500350:127:H7FHLBGXX:4:13504:19196:17033,Supercontig_1.6,726766,Supercontig_1.6,686899
A18.S4H,NS500350:127:H7FHLBGXX:4:13607:12589:20024,Supercontig_1.6,726766,Supercontig_1.6,686813
A18.S4H,NS500350:127:H7FHLBGXX:4:13608:19268:10842,Supercontig_1.6,726766,Supercontig_1.6,686881
A18.S4H,NS500350:127:H7FHLBGXX:4:21507:22094:17890,Supercontig_1.6,726766,Supercontig_1.6,686788
A18.S4H,NS500350:127:H7FHLBGXX:4:23502:7963:16032,Supercontig_1.6,726766,Supercontig_1.6,686875
A18.S4H,NS500350:127:H7FHLBGXX:3:12501:26757:9171,Supercontig_1.6,726767,Supercontig_1.6,686908
A18.S4H,NS500350:127:H7FHLBGXX:1:11201:19641:7849,Supercontig_1.6,726767,Supercontig_1.6,686760
A18.S4H,NS500350:127:H7FHLBGXX:1:11307:2152:13634,Supercontig_1.6,726767,Supercontig_1.6,686890
A18.S4H,NS500350:127:H7FHLBGXX:3:11502:2865:12996,Supercontig_1.6,726767,Supercontig_1.6,686926
A18.S4H,NS500350:127:H7FHLBGXX:2:11105:2194:7705,Supercontig_1.6,726771,Supercontig_1.6,686626
