STRAIN,READ,PAIR1_CHR,PAIR1_POSITION,PAIR2_CHR,PAIR2_POSITION
A19.S3B,NS500350:127:H7FHLBGXX:1:21302:16476:16057,Supercontig_1.6,686955,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:1:12307:7424:10708,Supercontig_1.6,686957,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:2:11203:21192:3503,Supercontig_1.6,686959,Supercontig_1.6,726767
A19.S3B,NS500350:130:H7FJNBGXX:2:22110:23500:14270,Supercontig_1.6,686959,Supercontig_1.6,726766
A19.S3B,NS500350:127:H7FHLBGXX:2:13302:2191:20380,Supercontig_1.6,686960,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:2:13309:8008:2935,Supercontig_1.6,686960,Supercontig_1.6,726879
ctl1.AL1B,NS500537:44:HWF7VBGXX:1:23308:17412:1565,Supercontig_1.6,687088,Supercontig_1.3,1043485
A24.SputuP,NS500350:127:H7FHLBGXX:1:11304:15201:14586,Supercontig_1.6,686883,Supercontig_1.6,726766
A24.SputuP,NS500350:127:H7FHLBGXX:2:13309:17100:10072,Supercontig_1.6,686885,Supercontig_1.6,726848
A24.SputuP,NS500350:127:H7FHLBGXX:4:12604:22878:16372,Supercontig_1.6,686891,Supercontig_1.6,726769
A24.SputuP,NS500350:127:H7FHLBGXX:1:22310:13998:4045,Supercontig_1.6,686892,Supercontig_1.6,726770
A24.SputuP,NS500350:127:H7FHLBGXX:3:22405:7342:19161,Supercontig_1.6,686896,Supercontig_1.6,726888
A24.SputuP,NS500350:127:H7FHLBGXX:2:23312:15351:6213,Supercontig_1.6,686906,Supercontig_1.6,726773
A24.SputuP,NS500350:127:H7FHLBGXX:3:13602:14479:10345,Supercontig_1.6,686914,Supercontig_1.6,726766
A24.SputuP,NS500350:127:H7FHLBGXX:3:13408:14278:8011,Supercontig_1.6,686915,Supercontig_1.6,726821
A24.SputuP,NS500350:127:H7FHLBGXX:1:11212:10795:1293,Supercontig_1.6,686917,Supercontig_1.6,726872
A24.SputuP,NS500350:127:H7FHLBGXX:1:13212:12225:8878,Supercontig_1.6,686922,Supercontig_1.6,726766
A24.SputuP,NS500350:127:H7FHLBGXX:4:12606:9577:3397,Supercontig_1.6,686922,Supercontig_1.6,726766
A24.SputuP,NS500350:127:H7FHLBGXX:4:12606:9577:3397,Supercontig_1.6,686922,Supercontig_1.6,726766
A24.SputuP,NS500350:127:H7FHLBGXX:4:21607:12661:11076,Supercontig_1.6,686928,Supercontig_1.6,726810
A24.SputuP,NS500350:127:H7FHLBGXX:3:12503:15021:18871,Supercontig_1.6,686929,Supercontig_1.6,726817
A24.SputuP,NS500350:127:H7FHLBGXX:1:21204:14528:6948,Supercontig_1.6,686933,Supercontig_1.6,726766
A24.SputuP,NS500350:127:H7FHLBGXX:1:21204:14528:6948,Supercontig_1.6,686934,Supercontig_1.6,726766
A24.SputuP,NS500350:127:H7FHLBGXX:4:23404:20536:4505,Supercontig_1.6,686934,Supercontig_1.6,726784
A24.SputuP,NS500350:127:H7FHLBGXX:4:12605:15561:20203,Supercontig_1.6,686940,Supercontig_1.6,726805
A24.SputuP,NS500350:127:H7FHLBGXX:4:13512:22912:13890,Supercontig_1.6,686941,Supercontig_1.6,726766
A24.SputuP,NS500350:127:H7FHLBGXX:1:13212:12225:8878,Supercontig_1.6,686943,Supercontig_1.6,726766
A24.SputuP,NS500350:127:H7FHLBGXX:3:22502:20380:15622,Supercontig_1.6,686946,Supercontig_1.6,726766
A24.SputuP,NS500350:127:H7FHLBGXX:3:22502:20380:15622,Supercontig_1.6,686947,Supercontig_1.6,726766
A24.SputuP,NS500350:127:H7FHLBGXX:2:12304:10489:16711,Supercontig_1.6,686957,Supercontig_1.6,726924
A24.SputuP,NS500350:127:H7FHLBGXX:2:22205:12395:10793,Supercontig_1.6,686958,Supercontig_1.6,726766
A24.SputuP,NS500350:127:H7FHLBGXX:2:23302:20208:3106,Supercontig_1.6,686958,Supercontig_1.6,726787
A24.SputuP,NS500350:127:H7FHLBGXX:2:22205:12395:10793,Supercontig_1.6,686958,Supercontig_1.6,726766
A24.SputuP,NS500350:127:H7FHLBGXX:1:21309:15736:17629,Supercontig_1.6,686959,Supercontig_1.6,726915
A5.U10D,NS500350:127:H7FHLBGXX:1:21306:20030:17737,Supercontig_1.6,686871,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:2:23102:18884:10148,Supercontig_1.6,686874,Supercontig_1.6,726767
A5.U10D,NS500350:127:H7FHLBGXX:2:12307:9348:18569,Supercontig_1.6,686881,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:2:22301:20828:1320,Supercontig_1.6,686882,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:4:11403:16556:9148,Supercontig_1.6,686882,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:4:12508:1744:2336,Supercontig_1.6,686886,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:4:13611:8726:1091,Supercontig_1.6,686887,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:2:23208:13387:12671,Supercontig_1.6,686888,Supercontig_1.6,726818
A5.U10D,NS500350:127:H7FHLBGXX:1:21103:6115:12845,Supercontig_1.6,686892,Supercontig_1.6,726833
A5.U10D,NS500350:127:H7FHLBGXX:4:11404:10997:6500,Supercontig_1.6,686892,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:2:11307:4807:2458,Supercontig_1.6,686896,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:4:11510:11745:5924,Supercontig_1.6,686896,Supercontig_1.6,726802
A5.U10D,NS500350:127:H7FHLBGXX:4:11501:6427:5025,Supercontig_1.6,686907,Supercontig_1.6,726768
A5.U10D,NS500350:127:H7FHLBGXX:2:23307:21885:7185,Supercontig_1.6,686915,Supercontig_1.6,726808
A5.U10D,NS500350:127:H7FHLBGXX:3:23509:6196:3750,Supercontig_1.6,686915,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:2:11107:20011:14344,Supercontig_1.6,686916,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:1:21310:3648:3345,Supercontig_1.6,686921,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:2:21112:15821:11787,Supercontig_1.6,686921,Supercontig_1.6,726800
A5.U10D,NS500350:127:H7FHLBGXX:3:13409:2163:18540,Supercontig_1.6,686924,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:3:13412:22257:6303,Supercontig_1.6,686924,Supercontig_1.6,726823
A5.U10D,NS500350:127:H7FHLBGXX:4:11507:7880:17776,Supercontig_1.6,686928,Supercontig_1.6,726792
A5.U10D,NS500350:127:H7FHLBGXX:4:21603:9489:5127,Supercontig_1.6,686928,Supercontig_1.6,726767
A5.U10D,NS500350:127:H7FHLBGXX:4:12410:19880:9270,Supercontig_1.6,686928,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:3:21609:8032:10148,Supercontig_1.6,686930,Supercontig_1.6,726817
A5.U10D,NS500350:127:H7FHLBGXX:4:12410:19880:9270,Supercontig_1.6,686931,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:1:22206:17304:16783,Supercontig_1.6,686932,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:3:12510:15178:3346,Supercontig_1.6,686932,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:3:12510:15178:3346,Supercontig_1.6,686932,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:2:23305:19482:10589,Supercontig_1.6,686934,Supercontig_1.6,726820
A5.U10D,NS500350:127:H7FHLBGXX:4:23606:25016:4724,Supercontig_1.6,686936,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:3:21605:9871:19948,Supercontig_1.6,686938,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:3:13409:2163:18540,Supercontig_1.6,686940,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:4:11610:19322:17134,Supercontig_1.6,686942,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:1:22111:8692:2829,Supercontig_1.6,686943,Supercontig_1.6,726902
A5.U10D,NS500350:127:H7FHLBGXX:4:23606:25016:4724,Supercontig_1.6,686944,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:4:13505:17171:3325,Supercontig_1.6,686947,Supercontig_1.6,726857
A5.U10D,NS500350:127:H7FHLBGXX:3:13504:22505:10171,Supercontig_1.6,686948,Supercontig_1.6,726806
A5.U10D,NS500350:127:H7FHLBGXX:3:11503:5748:7336,Supercontig_1.6,686949,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:3:11503:5748:7336,Supercontig_1.6,686949,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:3:21605:9871:19948,Supercontig_1.6,686949,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:1:22312:1519:2701,Supercontig_1.6,686950,Supercontig_1.6,726878
A5.U10D,NS500350:127:H7FHLBGXX:1:23102:14762:7941,Supercontig_1.6,686954,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:1:23102:14762:7941,Supercontig_1.6,686954,Supercontig_1.6,726766
A5.U10D,NS500350:127:H7FHLBGXX:3:21512:12265:12353,Supercontig_1.6,686961,Supercontig_1.6,726919
A20.S1E,NS500350:127:H7FHLBGXX:4:12601:10000:2930,Supercontig_1.6,686875,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:1:13303:13606:9198,Supercontig_1.6,686877,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:4:11408:4243:14005,Supercontig_1.6,686877,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:2:11211:12753:2935,Supercontig_1.6,686878,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:1:11102:12743:19877,Supercontig_1.6,686880,Supercontig_1.6,726779
A20.S1E,NS500350:127:H7FHLBGXX:2:12205:15007:16341,Supercontig_1.6,686881,Supercontig_1.6,726808
A20.S1E,NS500350:127:H7FHLBGXX:3:12512:22665:7251,Supercontig_1.6,686881,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:4:23408:11351:8325,Supercontig_1.6,686884,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:3:21610:21215:17012,Supercontig_1.6,686888,Supercontig_1.6,726878
A20.S1E,NS500350:127:H7FHLBGXX:3:23503:24559:17810,Supercontig_1.6,686888,Supercontig_1.6,726784
A20.S1E,NS500350:127:H7FHLBGXX:4:13505:20196:15230,Supercontig_1.6,686889,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:4:12408:8147:9465,Supercontig_1.6,686890,Supercontig_1.6,726915
A20.S1E,NS500350:127:H7FHLBGXX:4:22402:11027:1869,Supercontig_1.6,686892,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:1:21202:12428:10147,Supercontig_1.6,686893,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:1:21204:3528:7706,Supercontig_1.6,686893,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:4:22402:4355:17788,Supercontig_1.6,686893,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:2:23307:3615:15448,Supercontig_1.6,686904,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:3:21603:3262:10959,Supercontig_1.6,686912,Supercontig_1.6,726768
A20.S1E,NS500350:127:H7FHLBGXX:1:13210:19076:16277,Supercontig_1.6,686914,Supercontig_1.6,726815
A20.S1E,NS500350:127:H7FHLBGXX:4:12411:9853:6271,Supercontig_1.6,686914,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:3:12611:6458:2344,Supercontig_1.6,686917,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:3:21404:6622:13245,Supercontig_1.6,686926,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:3:21404:6622:13245,Supercontig_1.6,686927,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:3:12404:6880:7828,Supercontig_1.6,686928,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:3:12404:6880:7828,Supercontig_1.6,686930,Supercontig_1.6,726769
A20.S1E,NS500350:127:H7FHLBGXX:2:12105:4775:12040,Supercontig_1.6,686933,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:2:12105:4775:12040,Supercontig_1.6,686934,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:1:12111:7729:13673,Supercontig_1.6,686937,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:3:22506:17797:8563,Supercontig_1.6,686938,Supercontig_1.6,726842
A20.S1E,NS500350:127:H7FHLBGXX:2:12109:8269:2591,Supercontig_1.6,686940,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:4:22405:11505:5399,Supercontig_1.6,686943,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:1:12105:4813:9704,Supercontig_1.6,686946,Supercontig_1.6,726788
A20.S1E,NS500350:127:H7FHLBGXX:4:22506:12175:10390,Supercontig_1.6,686947,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:1:22205:18050:6822,Supercontig_1.6,686949,Supercontig_1.6,726767
A20.S1E,NS500350:127:H7FHLBGXX:1:12111:7729:13673,Supercontig_1.6,686949,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:3:11604:16265:7195,Supercontig_1.6,686951,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:3:11403:2962:6346,Supercontig_1.6,686952,Supercontig_1.6,726787
A20.S1E,NS500350:127:H7FHLBGXX:2:12109:8269:2591,Supercontig_1.6,686952,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:2:12306:14914:3697,Supercontig_1.6,686953,Supercontig_1.6,726772
A20.S1E,NS500350:127:H7FHLBGXX:3:11606:16961:9585,Supercontig_1.6,686953,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:3:11604:16265:7195,Supercontig_1.6,686953,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:2:11105:23955:12962,Supercontig_1.6,686955,Supercontig_1.6,726825
A20.S1E,NS500350:127:H7FHLBGXX:4:23510:21489:11143,Supercontig_1.6,686955,Supercontig_1.6,726825
A20.S1E,NS500350:127:H7FHLBGXX:4:23504:1989:12794,Supercontig_1.6,686957,Supercontig_1.6,726834
A20.S1E,NS500350:127:H7FHLBGXX:4:22405:11505:5399,Supercontig_1.6,686958,Supercontig_1.6,726766
A20.S1E,NS500350:127:H7FHLBGXX:3:22412:19093:9903,Supercontig_1.6,686960,Supercontig_1.6,726771
A20.S1E,NS500350:127:H7FHLBGXX:3:22610:24369:7323,Supercontig_1.6,686962,Supercontig_1.6,726766
B18.1312G,NS500537:44:HWF7VBGXX:1:11311:2955:14057,Supercontig_1.6,686988,Supercontig_1.3,797764
A18.S4H,NS500350:127:H7FHLBGXX:3:12506:13940:2763,Supercontig_1.6,686889,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:3:13509:4703:6721,Supercontig_1.6,686897,Supercontig_1.6,726767
A18.S4H,NS500350:127:H7FHLBGXX:2:12302:8081:19537,Supercontig_1.6,686899,Supercontig_1.6,726773
A18.S4H,NS500350:127:H7FHLBGXX:3:23611:14073:18222,Supercontig_1.6,686899,Supercontig_1.6,726767
A18.S4H,NS500350:127:H7FHLBGXX:4:13504:19196:17033,Supercontig_1.6,686899,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:3:22610:24686:1749,Supercontig_1.6,686901,Supercontig_1.6,726808
A18.S4H,NS500350:127:H7FHLBGXX:2:21206:9259:6743,Supercontig_1.6,686904,Supercontig_1.6,726894
A18.S4H,NS500350:127:H7FHLBGXX:4:11405:19093:18667,Supercontig_1.6,686910,Supercontig_1.6,726904
A18.S4H,NS500350:127:H7FHLBGXX:1:22106:6242:6063,Supercontig_1.6,686912,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:4:21509:17944:4396,Supercontig_1.6,686912,Supercontig_1.6,726917
A18.S4H,NS500350:127:H7FHLBGXX:1:11312:9413:8247,Supercontig_1.6,686913,Supercontig_1.6,726946
A18.S4H,NS500350:127:H7FHLBGXX:1:13110:23144:8629,Supercontig_1.6,686918,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:4:23402:22475:8395,Supercontig_1.6,686918,Supercontig_1.6,726864
A18.S4H,NS500350:127:H7FHLBGXX:1:22308:18714:10224,Supercontig_1.6,686921,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:4:11405:21446:2785,Supercontig_1.6,686924,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:1:13110:19837:7906,Supercontig_1.6,686925,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:2:23303:18005:8403,Supercontig_1.6,686925,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:3:22603:12899:18671,Supercontig_1.6,686925,Supercontig_1.6,726820
A18.S4H,NS500350:127:H7FHLBGXX:1:21111:2034:18373,Supercontig_1.6,686926,Supercontig_1.6,726896
A18.S4H,NS500350:127:H7FHLBGXX:3:11502:2865:12996,Supercontig_1.6,686926,Supercontig_1.6,726767
A18.S4H,NS500350:127:H7FHLBGXX:3:13407:19759:20326,Supercontig_1.6,686926,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:3:13407:19759:20326,Supercontig_1.6,686927,Supercontig_1.6,726768
A18.S4H,NS500350:127:H7FHLBGXX:1:21210:20586:7060,Supercontig_1.6,686928,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:2:13303:2222:2702,Supercontig_1.6,686930,Supercontig_1.6,726767
A18.S4H,NS500350:127:H7FHLBGXX:2:13311:24704:6812,Supercontig_1.6,686930,Supercontig_1.6,726815
A18.S4H,NS500350:127:H7FHLBGXX:2:12306:4637:16695,Supercontig_1.6,686935,Supercontig_1.6,726878
A18.S4H,NS500350:127:H7FHLBGXX:4:12608:19675:18872,Supercontig_1.6,686936,Supercontig_1.6,726818
A18.S4H,NS500350:127:H7FHLBGXX:4:11405:21446:2785,Supercontig_1.6,686937,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:2:12301:5179:6244,Supercontig_1.6,686938,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:4:22511:6009:3913,Supercontig_1.6,686938,Supercontig_1.6,726998
A18.S4H,NS500350:127:H7FHLBGXX:3:22410:3479:8804,Supercontig_1.6,686939,Supercontig_1.6,726795
A18.S4H,NS500350:127:H7FHLBGXX:1:11104:15980:5550,Supercontig_1.6,686940,Supercontig_1.6,726803
A18.S4H,NS500350:127:H7FHLBGXX:4:13604:18891:20309,Supercontig_1.6,686943,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:3:12412:16396:17227,Supercontig_1.6,686944,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:4:13604:18891:20309,Supercontig_1.6,686944,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:1:13308:15540:15109,Supercontig_1.6,686949,Supercontig_1.6,726856
A18.S4H,NS500350:127:H7FHLBGXX:1:22308:18714:10224,Supercontig_1.6,686950,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:3:12612:2073:7666,Supercontig_1.6,686951,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:2:23301:10654:16328,Supercontig_1.6,686952,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:2:23301:10654:16328,Supercontig_1.6,686952,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:1:13102:21525:16639,Supercontig_1.6,686955,Supercontig_1.6,726845
A18.S4H,NS500350:127:H7FHLBGXX:1:21210:20586:7060,Supercontig_1.6,686955,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:3:12604:21606:5067,Supercontig_1.6,686956,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:4:21605:8343:16760,Supercontig_1.6,686957,Supercontig_1.6,726872
A18.S4H,NS500350:127:H7FHLBGXX:1:13110:23144:8629,Supercontig_1.6,686957,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:1:11209:17980:3164,Supercontig_1.6,686958,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:1:12309:5492:1211,Supercontig_1.6,686958,Supercontig_1.6,727091
A18.S4H,NS500350:127:H7FHLBGXX:2:21211:24691:19208,Supercontig_1.6,686960,Supercontig_1.6,726766
A18.S4H,NS500350:127:H7FHLBGXX:1:13110:19837:7906,Supercontig_1.6,686960,Supercontig_1.6,726766
B27.136A,NS500537:44:HWF7VBGXX:2:21108:9087:11542,Supercontig_1.6,686888,MT_CBS_6936,22567
A7.U3E,NS500350:127:H7FHLBGXX:1:23303:25893:1727,Supercontig_1.6,686905,Supercontig_1.6,726766
